Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	median_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content	kmer_content
M-25-0363_19Dr2_UDP0096-UDP0096_L002_R1_001	M-25-0363_19Dr2_UDP0096-UDP0096_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	437008.0	0.0	257.0	57.0	10.77691941566287	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	warn	pass	fail
M-25-0363_19Dr2_UDP0096-UDP0096_L002_R2_001	M-25-0363_19Dr2_UDP0096-UDP0096_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	437008.0	0.0	257.0	55.0	12.473455863508219	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	warn
M-25-0364_1Dr1_UDP0001-UDP0001_L002_R1_001	M-25-0364_1Dr1_UDP0001-UDP0001_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	374824.0	0.0	257.0	59.0	10.256547072759483	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	fail
M-25-0364_1Dr1_UDP0001-UDP0001_L002_R2_001	M-25-0364_1Dr1_UDP0001-UDP0001_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	374824.0	0.0	257.0	57.0	14.676221373231169	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	warn
M-25-0365_1Dr2_UDP0002-UDP0002_L002_R1_001	M-25-0365_1Dr2_UDP0002-UDP0002_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	925090.0	0.0	257.0	60.0	7.2012452842426145	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	fail
M-25-0365_1Dr2_UDP0002-UDP0002_L002_R2_001	M-25-0365_1Dr2_UDP0002-UDP0002_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	925090.0	0.0	257.0	58.0	10.602211676701726	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	warn
M-25-0366_1PRr2_UDP0006-UDP0006_L002_R1_001	M-25-0366_1PRr2_UDP0006-UDP0006_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1385256.0	0.0	257.0	59.0	7.231537530973641	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	warn
M-25-0366_1PRr2_UDP0006-UDP0006_L002_R2_001	M-25-0366_1PRr2_UDP0006-UDP0006_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1385256.0	0.0	257.0	57.0	9.597054541794437	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	warn
M-25-0367_1PRr3_UDP0007-UDP0007_L002_R1_001	M-25-0367_1PRr3_UDP0007-UDP0007_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	744500.0	0.0	257.0	58.0	7.310006715916723	257.0	257	pass	pass	fail	pass	fail	warn	pass	pass	fail	fail	pass	fail
M-25-0367_1PRr3_UDP0007-UDP0007_L002_R2_001	M-25-0367_1PRr3_UDP0007-UDP0007_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	744500.0	0.0	257.0	55.0	10.065413028878442	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	fail
M-25-0368_1Sr1_UDP0003-UDP0003_L002_R1_001	M-25-0368_1Sr1_UDP0003-UDP0003_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	680513.0	0.0	257.0	57.0	6.593114312290875	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	warn
M-25-0368_1Sr1_UDP0003-UDP0003_L002_R2_001	M-25-0368_1Sr1_UDP0003-UDP0003_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	680513.0	0.0	257.0	54.0	9.03876928140976	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	warn
M-25-0369_1Sr3_UDP0004-UDP0004_L002_R1_001	M-25-0369_1Sr3_UDP0004-UDP0004_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	845380.0	0.0	257.0	57.0	6.46443019707114	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	warn
M-25-0369_1Sr3_UDP0004-UDP0004_L002_R2_001	M-25-0369_1Sr3_UDP0004-UDP0004_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	845380.0	0.0	257.0	54.0	9.67659514064681	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	fail
M-25-0370_20Dr2_UDP0375-UDP0375_L002_R1_001	M-25-0370_20Dr2_UDP0375-UDP0375_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	344118.0	0.0	257.0	56.0	7.227462672687857	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	warn
M-25-0370_20Dr2_UDP0375-UDP0375_L002_R2_001	M-25-0370_20Dr2_UDP0375-UDP0375_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	344118.0	0.0	257.0	54.0	9.998605129635765	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	warn
M-25-0371_20PRr1_UDP0105-UDP0105_L002_R1_001	M-25-0371_20PRr1_UDP0105-UDP0105_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	621682.0	0.0	257.0	56.0	7.24502237478325	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	fail
M-25-0371_20PRr1_UDP0105-UDP0105_L002_R2_001	M-25-0371_20PRr1_UDP0105-UDP0105_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	621682.0	0.0	257.0	55.0	9.463198226746151	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	warn
M-25-0372_20PRr2_UDP0106-UDP0106_L002_R1_001	M-25-0372_20PRr2_UDP0106-UDP0106_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	632872.0	0.0	257.0	57.0	7.86414946466268	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	fail
M-25-0372_20PRr2_UDP0106-UDP0106_L002_R2_001	M-25-0372_20PRr2_UDP0106-UDP0106_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	632872.0	0.0	257.0	55.0	11.4653516034838	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	warn
M-25-0373_21Dr1_UDP0107-UDP0107_L002_R1_001	M-25-0373_21Dr1_UDP0107-UDP0107_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	578902.0	0.0	257.0	59.0	8.575717478951532	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	fail
M-25-0373_21Dr1_UDP0107-UDP0107_L002_R2_001	M-25-0373_21Dr1_UDP0107-UDP0107_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	578902.0	0.0	257.0	57.0	11.601963717520409	257.0	257	pass	pass	fail	pass	fail	warn	pass	pass	fail	fail	pass	warn
M-25-0374_21Sr1_UDP0108-UDP0108_L002_R1_001	M-25-0374_21Sr1_UDP0108-UDP0108_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	540219.0	0.0	257.0	58.0	8.29904168494629	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	warn	fail
M-25-0374_21Sr1_UDP0108-UDP0108_L002_R2_001	M-25-0374_21Sr1_UDP0108-UDP0108_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	540219.0	0.0	257.0	57.0	11.91553795775417	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	warn	warn
M-25-0375_21Sr2_UDP0109-UDP0109_L002_R1_001	M-25-0375_21Sr2_UDP0109-UDP0109_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	603469.0	0.0	257.0	57.0	8.497371033143377	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	fail
M-25-0375_21Sr2_UDP0109-UDP0109_L002_R2_001	M-25-0375_21Sr2_UDP0109-UDP0109_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	603469.0	0.0	257.0	56.0	9.161696789727394	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	warn
M-25-0376_22Dr1_UDP0110-UDP0110_L002_R1_001	M-25-0376_22Dr1_UDP0110-UDP0110_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	705246.0	0.0	257.0	57.0	7.212802341310691	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	fail
M-25-0376_22Dr1_UDP0110-UDP0110_L002_R2_001	M-25-0376_22Dr1_UDP0110-UDP0110_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	705246.0	0.0	257.0	55.0	9.513134424016584	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	fail
M-25-0377_22Dr2_UDP0111-UDP0111_L002_R1_001	M-25-0377_22Dr2_UDP0111-UDP0111_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1184670.0	0.0	257.0	58.0	8.410359002929086	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	warn
M-25-0377_22Dr2_UDP0111-UDP0111_L002_R2_001	M-25-0377_22Dr2_UDP0111-UDP0111_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1184670.0	0.0	257.0	56.0	10.507266662846256	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	fail
M-25-0378_22PRr1_UDP0114-UDP0114_L002_R1_001	M-25-0378_22PRr1_UDP0114-UDP0114_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	349443.0	0.0	257.0	56.0	8.40394570788369	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	fail
M-25-0378_22PRr1_UDP0114-UDP0114_L002_R2_001	M-25-0378_22PRr1_UDP0114-UDP0114_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	349443.0	0.0	257.0	54.0	10.591140758292482	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	warn
M-25-0379_22PRr3_UDP0115-UDP0115_L002_R1_001	M-25-0379_22PRr3_UDP0115-UDP0115_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	845019.0	0.0	257.0	56.0	6.028858522707774	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	warn
M-25-0379_22PRr3_UDP0115-UDP0115_L002_R2_001	M-25-0379_22PRr3_UDP0115-UDP0115_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	845019.0	0.0	257.0	54.0	8.563476087519925	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	fail
M-25-0380_23Dr1_UDP0116-UDP0116_L002_R1_001	M-25-0380_23Dr1_UDP0116-UDP0116_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	339165.0	0.0	257.0	61.0	10.682706057523623	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	warn	warn	fail
M-25-0380_23Dr1_UDP0116-UDP0116_L002_R2_001	M-25-0380_23Dr1_UDP0116-UDP0116_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	339165.0	0.0	257.0	59.0	13.274070142850825	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	warn	warn
M-25-0381_23Sr2_UDP0119-UDP0119_L002_R1_001	M-25-0381_23Sr2_UDP0119-UDP0119_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1396752.0	0.0	257.0	56.0	5.296430576079361	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	fail
M-25-0381_23Sr2_UDP0119-UDP0119_L002_R2_001	M-25-0381_23Sr2_UDP0119-UDP0119_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1396752.0	0.0	257.0	54.0	8.679086008870128	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	fail
M-25-0382_24Dr1_UDP0122-UDP0122_L002_R1_001	M-25-0382_24Dr1_UDP0122-UDP0122_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	739392.0	0.0	257.0	57.0	7.728782567298537	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	fail
M-25-0382_24Dr1_UDP0122-UDP0122_L002_R2_001	M-25-0382_24Dr1_UDP0122-UDP0122_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	739392.0	0.0	257.0	54.0	10.07070674283736	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	warn
M-25-0383_24Dr2_UDP0123-UDP0123_L002_R1_001	M-25-0383_24Dr2_UDP0123-UDP0123_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	788727.0	0.0	257.0	57.0	8.244170669952974	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	warn
M-25-0383_24Dr2_UDP0123-UDP0123_L002_R2_001	M-25-0383_24Dr2_UDP0123-UDP0123_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	788727.0	0.0	257.0	55.0	10.967673225336522	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	warn
M-25-0384_24PRr2_UDP0127-UDP0127_L002_R1_001	M-25-0384_24PRr2_UDP0127-UDP0127_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	82.0	0.0	257.0	59.0	68.29268292682927	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	warn	fail	pass	fail
M-25-0384_24PRr2_UDP0127-UDP0127_L002_R2_001	M-25-0384_24PRr2_UDP0127-UDP0127_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	82.0	0.0	257.0	57.0	46.34146341463415	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	fail
M-25-0385_25Dr1_UDP0129-UDP0129_L002_R1_001	M-25-0385_25Dr1_UDP0129-UDP0129_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1225219.0	0.0	257.0	57.0	6.752670338935325	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	warn
M-25-0385_25Dr1_UDP0129-UDP0129_L002_R2_001	M-25-0385_25Dr1_UDP0129-UDP0129_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1225219.0	0.0	257.0	55.0	10.208077536262907	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	fail
M-25-0386_25Dr3_UDP0130-UDP0130_L002_R1_001	M-25-0386_25Dr3_UDP0130-UDP0130_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	860830.0	0.0	257.0	57.0	7.638558135752705	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	fail
M-25-0386_25Dr3_UDP0130-UDP0130_L002_R2_001	M-25-0386_25Dr3_UDP0130-UDP0130_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	860830.0	0.0	257.0	55.0	11.689865982727369	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	warn
M-25-0387_25PRr2_UDP0133-UDP0133_L002_R1_001	M-25-0387_25PRr2_UDP0133-UDP0133_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	867917.0	0.0	257.0	57.0	5.4298970984552675	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	fail
M-25-0387_25PRr2_UDP0133-UDP0133_L002_R2_001	M-25-0387_25PRr2_UDP0133-UDP0133_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	867917.0	0.0	257.0	55.0	8.202282015446178	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	warn
M-25-0388_25Sr1_UDP0131-UDP0131_L002_R1_001	M-25-0388_25Sr1_UDP0131-UDP0131_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	562734.0	0.0	257.0	58.0	8.702157680182822	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	fail
M-25-0388_25Sr1_UDP0131-UDP0131_L002_R2_001	M-25-0388_25Sr1_UDP0131-UDP0131_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	562734.0	0.0	257.0	56.0	12.13948330827709	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	fail
M-25-0389_25Sr2_UDP0132-UDP0132_L002_R1_001	M-25-0389_25Sr2_UDP0132-UDP0132_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1136737.0	0.0	257.0	57.0	6.1730197926169375	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	warn
M-25-0389_25Sr2_UDP0132-UDP0132_L002_R2_001	M-25-0389_25Sr2_UDP0132-UDP0132_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1136737.0	0.0	257.0	55.0	8.824509532999762	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	warn
M-25-0390_26Dr1_UDP0134-UDP0134_L002_R1_001	M-25-0390_26Dr1_UDP0134-UDP0134_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	630986.0	0.0	257.0	56.0	7.3074521463233735	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	fail
M-25-0390_26Dr1_UDP0134-UDP0134_L002_R2_001	M-25-0390_26Dr1_UDP0134-UDP0134_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	630986.0	0.0	257.0	54.0	8.596387241555279	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	warn
M-25-0391_26Dr2_UDP0135-UDP0135_L002_R1_001	M-25-0391_26Dr2_UDP0135-UDP0135_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	749527.0	0.0	257.0	55.0	6.223524969747587	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	fail
M-25-0391_26Dr2_UDP0135-UDP0135_L002_R2_001	M-25-0391_26Dr2_UDP0135-UDP0135_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	749527.0	0.0	257.0	53.0	10.124518529686055	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	warn
M-25-0392_26Dr3_UDP0136-UDP0136_L002_R1_001	M-25-0392_26Dr3_UDP0136-UDP0136_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	934664.0	0.0	257.0	57.0	7.307866784213364	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	fail
M-25-0392_26Dr3_UDP0136-UDP0136_L002_R2_001	M-25-0392_26Dr3_UDP0136-UDP0136_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	934664.0	0.0	257.0	55.0	10.243681151729392	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	fail
M-25-0393_26PRr2_UDP0139-UDP0139_L002_R1_001	M-25-0393_26PRr2_UDP0139-UDP0139_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	530595.0	0.0	257.0	55.0	6.034923058076311	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	fail
M-25-0393_26PRr2_UDP0139-UDP0139_L002_R2_001	M-25-0393_26PRr2_UDP0139-UDP0139_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	530595.0	0.0	257.0	54.0	8.411123361509249	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	warn
M-25-0394_26PRr3_UDP0140-UDP0140_L002_R1_001	M-25-0394_26PRr3_UDP0140-UDP0140_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	207809.0	0.0	257.0	55.0	8.62378434042799	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	fail
M-25-0394_26PRr3_UDP0140-UDP0140_L002_R2_001	M-25-0394_26PRr3_UDP0140-UDP0140_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	207809.0	0.0	257.0	54.0	10.824843967296893	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	fail
M-25-0395_26Sr2_UDP0137-UDP0137_L002_R1_001	M-25-0395_26Sr2_UDP0137-UDP0137_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	925641.0	0.0	257.0	56.0	6.06412205163773	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	fail
M-25-0395_26Sr2_UDP0137-UDP0137_L002_R2_001	M-25-0395_26Sr2_UDP0137-UDP0137_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	925641.0	0.0	257.0	54.0	8.457166439256689	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	fail
M-25-0396_26Sr3_UDP0138-UDP0138_L002_R1_001	M-25-0396_26Sr3_UDP0138-UDP0138_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	860630.0	0.0	257.0	56.0	6.246122026887281	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	warn
M-25-0396_26Sr3_UDP0138-UDP0138_L002_R2_001	M-25-0396_26Sr3_UDP0138-UDP0138_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	860630.0	0.0	257.0	54.0	8.655171211786715	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	warn
M-25-0397_27Dr1_UDP0141-UDP0141_L002_R1_001	M-25-0397_27Dr1_UDP0141-UDP0141_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1054122.0	0.0	257.0	57.0	7.590487628566713	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	warn
M-25-0397_27Dr1_UDP0141-UDP0141_L002_R2_001	M-25-0397_27Dr1_UDP0141-UDP0141_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1054122.0	0.0	257.0	55.0	9.31580974498208	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	fail
M-25-0398_27Dr3_UDP0142-UDP0142_L002_R1_001	M-25-0398_27Dr3_UDP0142-UDP0142_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	801653.0	0.0	257.0	57.0	8.228622608535115	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	fail
M-25-0398_27Dr3_UDP0142-UDP0142_L002_R2_001	M-25-0398_27Dr3_UDP0142-UDP0142_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	801653.0	0.0	257.0	55.0	10.189570799335872	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	fail
M-25-0399_27PRr1_UDP0145-UDP0145_L002_R1_001	M-25-0399_27PRr1_UDP0145-UDP0145_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1010608.0	0.0	257.0	55.0	5.710225923404525	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	fail
M-25-0399_27PRr1_UDP0145-UDP0145_L002_R2_001	M-25-0399_27PRr1_UDP0145-UDP0145_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1010608.0	0.0	257.0	54.0	8.15202333644697	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	fail
M-25-0400_27PRr2_UDP0146-UDP0146_L002_R1_001	M-25-0400_27PRr2_UDP0146-UDP0146_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1016194.0	0.0	257.0	55.0	5.753330564833093	257.0	257	pass	pass	fail	pass	fail	warn	pass	pass	fail	fail	pass	warn
M-25-0400_27PRr2_UDP0146-UDP0146_L002_R2_001	M-25-0400_27PRr2_UDP0146-UDP0146_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1016194.0	0.0	257.0	53.0	7.9883368726837585	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	fail
M-25-0401_27Sr2_UDP0143-UDP0143_L002_R1_001	M-25-0401_27Sr2_UDP0143-UDP0143_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	923357.0	0.0	257.0	55.0	5.915588445205917	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	fail
M-25-0401_27Sr2_UDP0143-UDP0143_L002_R2_001	M-25-0401_27Sr2_UDP0143-UDP0143_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	923357.0	0.0	257.0	54.0	9.316223302579608	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	fail
M-25-0402_27Sr3_UDP0144-UDP0144_L002_R1_001	M-25-0402_27Sr3_UDP0144-UDP0144_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1235233.0	0.0	257.0	56.0	5.752032207688751	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	fail
M-25-0402_27Sr3_UDP0144-UDP0144_L002_R2_001	M-25-0402_27Sr3_UDP0144-UDP0144_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1235233.0	0.0	257.0	54.0	8.097884678182071	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	fail
M-25-0403_28Dr1_UDP0147-UDP0147_L002_R1_001	M-25-0403_28Dr1_UDP0147-UDP0147_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	421885.0	0.0	257.0	61.0	10.578001114047666	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	warn	warn
M-25-0403_28Dr1_UDP0147-UDP0147_L002_R2_001	M-25-0403_28Dr1_UDP0147-UDP0147_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	421885.0	0.0	257.0	58.0	13.35600933903789	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	warn	warn
M-25-0404_28Dr3_UDP0148-UDP0148_L002_R1_001	M-25-0404_28Dr3_UDP0148-UDP0148_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	320869.0	0.0	257.0	61.0	10.8492874038938	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	warn	fail
M-25-0404_28Dr3_UDP0148-UDP0148_L002_R2_001	M-25-0404_28Dr3_UDP0148-UDP0148_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	320869.0	0.0	257.0	58.0	13.260863467645676	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	warn	fail
M-25-0405_28PRr3_UDP0152-UDP0152_L002_R1_001	M-25-0405_28PRr3_UDP0152-UDP0152_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	883641.0	0.0	257.0	56.0	6.678051380594607	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	fail
