sampleID	forwardReads	reverseReads	run	source_sample_name	biosample_accession	experiment_accession	library_name	bioproject	umbrella_project	campaign	compartment	is_control	in_ledger
S24PRr1	${EQ_READS_DIR}/ERR16061251_1.fastq.gz	${EQ_READS_DIR}/ERR16061251_2.fastq.gz	ERR16061251	S24PRr1	ERS28392517	ERX15451433	S24PRr1_amp_lib1	PRJEB106069	PRJEB104209	Trip4	Rhizosphere	False	True
S24Sr1	${EQ_READS_DIR}/ERR16061252_1.fastq.gz	${EQ_READS_DIR}/ERR16061252_2.fastq.gz	ERR16061252	S24Sr1	ERS28392518	ERX15451434	S24Sr1_amp_lib1	PRJEB106069	PRJEB104209	Trip4	Surface	False	True
S25Dr1	${EQ_READS_DIR}/ERR16061253_1.fastq.gz	${EQ_READS_DIR}/ERR16061253_2.fastq.gz	ERR16061253	S25Dr1	ERS28392519	ERX15451435	S25Dr1_amp_lib1	PRJEB106069	PRJEB104209	Trip4	Deep	False	True
S25PRr1	${EQ_READS_DIR}/ERR16061254_1.fastq.gz	${EQ_READS_DIR}/ERR16061254_2.fastq.gz	ERR16061254	S25PRr1	ERS28392520	ERX15451436	S25PRr1_amp_lib1	PRJEB106069	PRJEB104209	Trip4	Rhizosphere	False	True
S25Sr1	${EQ_READS_DIR}/ERR16061255_1.fastq.gz	${EQ_READS_DIR}/ERR16061255_2.fastq.gz	ERR16061255	S25Sr1	ERS28392521	ERX15451437	S25Sr1_amp_lib1	PRJEB106069	PRJEB104209	Trip4	Surface	False	True
S26Dr1	${EQ_READS_DIR}/ERR16061256_1.fastq.gz	${EQ_READS_DIR}/ERR16061256_2.fastq.gz	ERR16061256	S26Dr1	ERS28392522	ERX15451438	S26Dr1_amp_lib1	PRJEB106069	PRJEB104209	Trip4	Deep	False	True
S26PRr1	${EQ_READS_DIR}/ERR16061257_1.fastq.gz	${EQ_READS_DIR}/ERR16061257_2.fastq.gz	ERR16061257	S26PRr1	ERS28392523	ERX15451439	S26PRr1_amp_lib1	PRJEB106069	PRJEB104209	Trip4	Rhizosphere	False	True
S26Sr1	${EQ_READS_DIR}/ERR16061258_1.fastq.gz	${EQ_READS_DIR}/ERR16061258_2.fastq.gz	ERR16061258	S26Sr1	ERS28392524	ERX15451440	S26Sr1_amp_lib1	PRJEB106069	PRJEB104209	Trip4	Surface	False	True
S27Dr1	${EQ_READS_DIR}/ERR16061259_1.fastq.gz	${EQ_READS_DIR}/ERR16061259_2.fastq.gz	ERR16061259	S27Dr1	ERS28392525	ERX15451441	S27Dr1_amp_lib1	PRJEB106069	PRJEB104209	Trip4	Deep	False	True
S27PRr1	${EQ_READS_DIR}/ERR16061260_1.fastq.gz	${EQ_READS_DIR}/ERR16061260_2.fastq.gz	ERR16061260	S27PRr1	ERS28392526	ERX15451442	S27PRr1_amp_lib1	PRJEB106069	PRJEB104209	Trip4	Rhizosphere	False	True
S27Sr1	${EQ_READS_DIR}/ERR16061261_1.fastq.gz	${EQ_READS_DIR}/ERR16061261_2.fastq.gz	ERR16061261	S27Sr1	ERS28392527	ERX15451443	S27Sr1_amp_lib1	PRJEB106069	PRJEB104209	Trip4	Surface	False	True
S28Dr2	${EQ_READS_DIR}/ERR16061262_1.fastq.gz	${EQ_READS_DIR}/ERR16061262_2.fastq.gz	ERR16061262	S28Dr2	ERS28392528	ERX15451444	S28Dr2_amp_lib1	PRJEB106069	PRJEB104209	Trip4	Deep	False	True
S28PRr1	${EQ_READS_DIR}/ERR16061263_1.fastq.gz	${EQ_READS_DIR}/ERR16061263_2.fastq.gz	ERR16061263	S28PRr1	ERS28392529	ERX15451445	S28PRr1_amp_lib1	PRJEB106069	PRJEB104209	Trip4	Rhizosphere	False	True
S28Sr1	${EQ_READS_DIR}/ERR16061264_1.fastq.gz	${EQ_READS_DIR}/ERR16061264_2.fastq.gz	ERR16061264	S28Sr1	ERS28392530	ERX15451446	S28Sr1_amp_lib1	PRJEB106069	PRJEB104209	Trip4	Surface	False	True
S29Dr1	${EQ_READS_DIR}/ERR16061265_1.fastq.gz	${EQ_READS_DIR}/ERR16061265_2.fastq.gz	ERR16061265	S29Dr1	ERS28392531	ERX15451447	S29Dr1_amp_lib1	PRJEB106069	PRJEB104209	Trip4	Deep	False	True
S29PRr1	${EQ_READS_DIR}/ERR16061266_1.fastq.gz	${EQ_READS_DIR}/ERR16061266_2.fastq.gz	ERR16061266	S29PRr1	ERS28392532	ERX15451448	S29PRr1_amp_lib1	PRJEB106069	PRJEB104209	Trip4	Rhizosphere	False	True
S29Sr1	${EQ_READS_DIR}/ERR16061267_1.fastq.gz	${EQ_READS_DIR}/ERR16061267_2.fastq.gz	ERR16061267	S29Sr1	ERS28392533	ERX15451449	S29Sr1_amp_lib1	PRJEB106069	PRJEB104209	Trip4	Surface	False	True
S30Dr1	${EQ_READS_DIR}/ERR16061268_1.fastq.gz	${EQ_READS_DIR}/ERR16061268_2.fastq.gz	ERR16061268	S30Dr1	ERS28392534	ERX15451450	S30Dr1_amp_lib1	PRJEB106069	PRJEB104209	Trip4	Deep	False	True
S30PRr1	${EQ_READS_DIR}/ERR16061269_1.fastq.gz	${EQ_READS_DIR}/ERR16061269_2.fastq.gz	ERR16061269	S30PRr1	ERS28392535	ERX15451451	S30PRr1_amp_lib1	PRJEB106069	PRJEB104209	Trip4	Rhizosphere	False	True
S30Sr1	${EQ_READS_DIR}/ERR16061270_1.fastq.gz	${EQ_READS_DIR}/ERR16061270_2.fastq.gz	ERR16061270	S30Sr1	ERS28392536	ERX15451452	S30Sr1_amp_lib1	PRJEB106069	PRJEB104209	Trip4	Surface	False	True
S31Dr1	${EQ_READS_DIR}/ERR16061271_1.fastq.gz	${EQ_READS_DIR}/ERR16061271_2.fastq.gz	ERR16061271	S31Dr1	ERS28392537	ERX15451453	S31Dr1_amp_lib1	PRJEB106069	PRJEB104209	Trip4	Deep	False	True
S31PRr1	${EQ_READS_DIR}/ERR16061272_1.fastq.gz	${EQ_READS_DIR}/ERR16061272_2.fastq.gz	ERR16061272	S31PRr1	ERS28392538	ERX15451454	S31PRr1_amp_lib1	PRJEB106069	PRJEB104209	Trip4	Rhizosphere	False	True
S31Sr1	${EQ_READS_DIR}/ERR16061273_1.fastq.gz	${EQ_READS_DIR}/ERR16061273_2.fastq.gz	ERR16061273	S31Sr1	ERS28392539	ERX15451455	S31Sr1_amp_lib1	PRJEB106069	PRJEB104209	Trip4	Surface	False	True
S32Dr1	${EQ_READS_DIR}/ERR16061274_1.fastq.gz	${EQ_READS_DIR}/ERR16061274_2.fastq.gz	ERR16061274	S32Dr1	ERS28392540	ERX15451456	S32Dr1_amp_lib1	PRJEB106069	PRJEB104209	Trip4	Deep	False	True
S32PRr1	${EQ_READS_DIR}/ERR16061275_1.fastq.gz	${EQ_READS_DIR}/ERR16061275_2.fastq.gz	ERR16061275	S32PRr1	ERS28392541	ERX15451457	S32PRr1_amp_lib1	PRJEB106069	PRJEB104209	Trip4	Rhizosphere	False	True
S32Sr1	${EQ_READS_DIR}/ERR16061276_1.fastq.gz	${EQ_READS_DIR}/ERR16061276_2.fastq.gz	ERR16061276	S32Sr1	ERS28392542	ERX15451458	S32Sr1_amp_lib1	PRJEB106069	PRJEB104209	Trip4	Surface	False	True
S33Dr1	${EQ_READS_DIR}/ERR16061277_1.fastq.gz	${EQ_READS_DIR}/ERR16061277_2.fastq.gz	ERR16061277	S33Dr1	ERS28392543	ERX15451459	S33Dr1_amp_lib1	PRJEB106069	PRJEB104209	Trip4	Deep	False	True
S33PRr1	${EQ_READS_DIR}/ERR16061278_1.fastq.gz	${EQ_READS_DIR}/ERR16061278_2.fastq.gz	ERR16061278	S33PRr1	ERS28392544	ERX15451460	S33PRr1_amp_lib1	PRJEB106069	PRJEB104209	Trip4	Rhizosphere	False	True
S33Sr1	${EQ_READS_DIR}/ERR16061279_1.fastq.gz	${EQ_READS_DIR}/ERR16061279_2.fastq.gz	ERR16061279	S33Sr1	ERS28392545	ERX15451461	S33Sr1_amp_lib1	PRJEB106069	PRJEB104209	Trip4	Surface	False	True
S34PRr1	${EQ_READS_DIR}/ERR16061280_1.fastq.gz	${EQ_READS_DIR}/ERR16061280_2.fastq.gz	ERR16061280	S34PRr1	ERS28392546	ERX15451462	S34PRr1_amp_lib1	PRJEB106069	PRJEB104209	Trip4	Rhizosphere	False	True
S34Sr1	${EQ_READS_DIR}/ERR16061281_1.fastq.gz	${EQ_READS_DIR}/ERR16061281_2.fastq.gz	ERR16061281	S34Sr1	ERS28392547	ERX15451463	S34Sr1_amp_lib1	PRJEB106069	PRJEB104209	Trip4	Surface	False	True
S35Dr1	${EQ_READS_DIR}/ERR16061282_1.fastq.gz	${EQ_READS_DIR}/ERR16061282_2.fastq.gz	ERR16061282	S35Dr1	ERS28392548	ERX15451464	S35Dr1_amp_lib1	PRJEB106069	PRJEB104209	Trip4	Deep	False	True
S35PRr1	${EQ_READS_DIR}/ERR16061283_1.fastq.gz	${EQ_READS_DIR}/ERR16061283_2.fastq.gz	ERR16061283	S35PRr1	ERS28392549	ERX15451465	S35PRr1_amp_lib1	PRJEB106069	PRJEB104209	Trip4	Rhizosphere	False	True
S35Sr1	${EQ_READS_DIR}/ERR16061284_1.fastq.gz	${EQ_READS_DIR}/ERR16061284_2.fastq.gz	ERR16061284	S35Sr1	ERS28392550	ERX15451466	S35Sr1_amp_lib1	PRJEB106069	PRJEB104209	Trip4	Surface	False	True
S36Dr1	${EQ_READS_DIR}/ERR16061285_1.fastq.gz	${EQ_READS_DIR}/ERR16061285_2.fastq.gz	ERR16061285	S36Dr1	ERS28392551	ERX15451467	S36Dr1_amp_lib1	PRJEB106069	PRJEB104209	Trip4	Deep	False	True
S36PRr1	${EQ_READS_DIR}/ERR16061286_1.fastq.gz	${EQ_READS_DIR}/ERR16061286_2.fastq.gz	ERR16061286	S36PRr1	ERS28392552	ERX15451468	S36PRr1_amp_lib1	PRJEB106069	PRJEB104209	Trip4	Rhizosphere	False	True
S36Sr1	${EQ_READS_DIR}/ERR16061287_1.fastq.gz	${EQ_READS_DIR}/ERR16061287_2.fastq.gz	ERR16061287	S36Sr1	ERS28392553	ERX15451469	S36Sr1_amp_lib1	PRJEB106069	PRJEB104209	Trip4	Surface	False	True
S37Dr1	${EQ_READS_DIR}/ERR16061288_1.fastq.gz	${EQ_READS_DIR}/ERR16061288_2.fastq.gz	ERR16061288	S37Dr1	ERS28392554	ERX15451470	S37Dr1_amp_lib1	PRJEB106069	PRJEB104209	Trip4	Deep	False	True
S37PRr1	${EQ_READS_DIR}/ERR16061289_1.fastq.gz	${EQ_READS_DIR}/ERR16061289_2.fastq.gz	ERR16061289	S37PRr1	ERS28392555	ERX15451471	S37PRr1_amp_lib1	PRJEB106069	PRJEB104209	Trip4	Rhizosphere	False	True
S37Sr1	${EQ_READS_DIR}/ERR16061290_1.fastq.gz	${EQ_READS_DIR}/ERR16061290_2.fastq.gz	ERR16061290	S37Sr1	ERS28392556	ERX15451472	S37Sr1_amp_lib1	PRJEB106069	PRJEB104209	Trip4	Surface	False	True
S38Dr1	${EQ_READS_DIR}/ERR16061291_1.fastq.gz	${EQ_READS_DIR}/ERR16061291_2.fastq.gz	ERR16061291	S38Dr1	ERS28392557	ERX15451473	S38Dr1_amp_lib1	PRJEB106069	PRJEB104209	Trip4	Deep	False	True
S38PRr1	${EQ_READS_DIR}/ERR16061292_1.fastq.gz	${EQ_READS_DIR}/ERR16061292_2.fastq.gz	ERR16061292	S38PRr1	ERS28392558	ERX15451474	S38PRr1_amp_lib1	PRJEB106069	PRJEB104209	Trip4	Rhizosphere	False	True
S38Sr1	${EQ_READS_DIR}/ERR16061293_1.fastq.gz	${EQ_READS_DIR}/ERR16061293_2.fastq.gz	ERR16061293	S38Sr1	ERS28392559	ERX15451475	S38Sr1_amp_lib1	PRJEB106069	PRJEB104209	Trip4	Surface	False	True
S39Dr1	${EQ_READS_DIR}/ERR16061294_1.fastq.gz	${EQ_READS_DIR}/ERR16061294_2.fastq.gz	ERR16061294	S39Dr1	ERS28392560	ERX15451476	S39Dr1_amp_lib1	PRJEB106069	PRJEB104209	Trip4	Deep	False	True
S39PRr1	${EQ_READS_DIR}/ERR16061295_1.fastq.gz	${EQ_READS_DIR}/ERR16061295_2.fastq.gz	ERR16061295	S39PRr1	ERS28392561	ERX15451477	S39PRr1_amp_lib1	PRJEB106069	PRJEB104209	Trip4	Rhizosphere	False	True
S39Sr1	${EQ_READS_DIR}/ERR16061296_1.fastq.gz	${EQ_READS_DIR}/ERR16061296_2.fastq.gz	ERR16061296	S39Sr1	ERS28392562	ERX15451478	S39Sr1_amp_lib1	PRJEB106069	PRJEB104209	Trip4	Surface	False	True
S40Dr1	${EQ_READS_DIR}/ERR16061297_1.fastq.gz	${EQ_READS_DIR}/ERR16061297_2.fastq.gz	ERR16061297	S40Dr1	ERS28392563	ERX15451479	S40Dr1_amp_lib1	PRJEB106069	PRJEB104209	Trip4	Deep	False	True
S40Sr1	${EQ_READS_DIR}/ERR16061298_1.fastq.gz	${EQ_READS_DIR}/ERR16061298_2.fastq.gz	ERR16061298	S40Sr1	ERS28392564	ERX15451480	S40Sr1_amp_lib1	PRJEB106069	PRJEB104209	Trip4	Surface	False	True
S41Dr1	${EQ_READS_DIR}/ERR16061299_1.fastq.gz	${EQ_READS_DIR}/ERR16061299_2.fastq.gz	ERR16061299	S41Dr1	ERS28392565	ERX15451481	S41Dr1_amp_lib1	PRJEB106069	PRJEB104209	Trip4	Deep	False	True
S41PRr1	${EQ_READS_DIR}/ERR16061300_1.fastq.gz	${EQ_READS_DIR}/ERR16061300_2.fastq.gz	ERR16061300	S41PRr1	ERS28392566	ERX15451482	S41PRr1_amp_lib1	PRJEB106069	PRJEB104209	Trip4	Rhizosphere	False	True
S41Sr1	${EQ_READS_DIR}/ERR16061301_1.fastq.gz	${EQ_READS_DIR}/ERR16061301_2.fastq.gz	ERR16061301	S41Sr1	ERS28392567	ERX15451483	S41Sr1_amp_lib1	PRJEB106069	PRJEB104209	Trip4	Surface	False	True
S42Dr1	${EQ_READS_DIR}/ERR16061302_1.fastq.gz	${EQ_READS_DIR}/ERR16061302_2.fastq.gz	ERR16061302	S42Dr1	ERS28392568	ERX15451484	S42Dr1_amp_lib1	PRJEB106069	PRJEB104209	Trip4	Deep	False	True
S42PRr1	${EQ_READS_DIR}/ERR16061303_1.fastq.gz	${EQ_READS_DIR}/ERR16061303_2.fastq.gz	ERR16061303	S42PRr1	ERS28392569	ERX15451485	S42PRr1_amp_lib1	PRJEB106069	PRJEB104209	Trip4	Rhizosphere	False	True
S42Sr1	${EQ_READS_DIR}/ERR16061304_1.fastq.gz	${EQ_READS_DIR}/ERR16061304_2.fastq.gz	ERR16061304	S42Sr1	ERS28392570	ERX15451486	S42Sr1_amp_lib1	PRJEB106069	PRJEB104209	Trip4	Surface	False	True
S43Dr1	${EQ_READS_DIR}/ERR16061305_1.fastq.gz	${EQ_READS_DIR}/ERR16061305_2.fastq.gz	ERR16061305	S43Dr1	ERS28392571	ERX15451487	S43Dr1_amp_lib1	PRJEB106069	PRJEB104209	Trip4	Deep	False	True
S43PRr1	${EQ_READS_DIR}/ERR16061306_1.fastq.gz	${EQ_READS_DIR}/ERR16061306_2.fastq.gz	ERR16061306	S43PRr1	ERS28392572	ERX15451488	S43PRr1_amp_lib1	PRJEB106069	PRJEB104209	Trip4	Rhizosphere	False	True
S43Sr1	${EQ_READS_DIR}/ERR16061307_1.fastq.gz	${EQ_READS_DIR}/ERR16061307_2.fastq.gz	ERR16061307	S43Sr1	ERS28392573	ERX15451489	S43Sr1_amp_lib1	PRJEB106069	PRJEB104209	Trip4	Surface	False	True
S44Dr1	${EQ_READS_DIR}/ERR16061308_1.fastq.gz	${EQ_READS_DIR}/ERR16061308_2.fastq.gz	ERR16061308	S44Dr1	ERS28392574	ERX15451490	S44Dr1_amp_lib1	PRJEB106069	PRJEB104209	Trip4	Deep	False	True
S44PRr1	${EQ_READS_DIR}/ERR16061309_1.fastq.gz	${EQ_READS_DIR}/ERR16061309_2.fastq.gz	ERR16061309	S44PRr1	ERS28392575	ERX15451491	S44PRr1_amp_lib1	PRJEB106069	PRJEB104209	Trip4	Rhizosphere	False	True
S44Sr1	${EQ_READS_DIR}/ERR16061310_1.fastq.gz	${EQ_READS_DIR}/ERR16061310_2.fastq.gz	ERR16061310	S44Sr1	ERS28392576	ERX15451492	S44Sr1_amp_lib1	PRJEB106069	PRJEB104209	Trip4	Surface	False	True
S45Dr1	${EQ_READS_DIR}/ERR16061311_1.fastq.gz	${EQ_READS_DIR}/ERR16061311_2.fastq.gz	ERR16061311	S45Dr1	ERS28392577	ERX15451493	S45Dr1_amp_lib1	PRJEB106069	PRJEB104209	Trip4	Deep	False	True
S45PRr1	${EQ_READS_DIR}/ERR16061312_1.fastq.gz	${EQ_READS_DIR}/ERR16061312_2.fastq.gz	ERR16061312	S45PRr1	ERS28392578	ERX15451494	S45PRr1_amp_lib1	PRJEB106069	PRJEB104209	Trip4	Rhizosphere	False	True
S45Sr1	${EQ_READS_DIR}/ERR16061313_1.fastq.gz	${EQ_READS_DIR}/ERR16061313_2.fastq.gz	ERR16061313	S45Sr1	ERS28392579	ERX15451495	S45Sr1_amp_lib1	PRJEB106069	PRJEB104209	Trip4	Surface	False	True
S46Dr1	${EQ_READS_DIR}/ERR16061314_1.fastq.gz	${EQ_READS_DIR}/ERR16061314_2.fastq.gz	ERR16061314	S46Dr1	ERS28392580	ERX15451496	S46Dr1_amp_lib1	PRJEB106069	PRJEB104209	Trip4	Deep	False	True
S46PRr1	${EQ_READS_DIR}/ERR16061315_1.fastq.gz	${EQ_READS_DIR}/ERR16061315_2.fastq.gz	ERR16061315	S46PRr1	ERS28392581	ERX15451497	S46PRr1_amp_lib1	PRJEB106069	PRJEB104209	Trip4	Rhizosphere	False	True
S46Sr1	${EQ_READS_DIR}/ERR16061316_1.fastq.gz	${EQ_READS_DIR}/ERR16061316_2.fastq.gz	ERR16061316	S46Sr1	ERS28392582	ERX15451498	S46Sr1_amp_lib1	PRJEB106069	PRJEB104209	Trip4	Surface	False	True
S47Dr1	${EQ_READS_DIR}/ERR16061317_1.fastq.gz	${EQ_READS_DIR}/ERR16061317_2.fastq.gz	ERR16061317	S47Dr1	ERS28392583	ERX15451499	S47Dr1_amp_lib1	PRJEB106069	PRJEB104209	Trip4	Deep	False	True
S47PRr1	${EQ_READS_DIR}/ERR16061318_1.fastq.gz	${EQ_READS_DIR}/ERR16061318_2.fastq.gz	ERR16061318	S47PRr1	ERS28392584	ERX15451500	S47PRr1_amp_lib1	PRJEB106069	PRJEB104209	Trip4	Rhizosphere	False	True
S47Sr1	${EQ_READS_DIR}/ERR16061319_1.fastq.gz	${EQ_READS_DIR}/ERR16061319_2.fastq.gz	ERR16061319	S47Sr1	ERS28392585	ERX15451501	S47Sr1_amp_lib1	PRJEB106069	PRJEB104209	Trip4	Surface	False	True
S48Dr1	${EQ_READS_DIR}/ERR16061320_1.fastq.gz	${EQ_READS_DIR}/ERR16061320_2.fastq.gz	ERR16061320	S48Dr1	ERS28392586	ERX15451502	S48Dr1_amp_lib1	PRJEB106069	PRJEB104209	Trip4	Deep	False	True
S48PRr1	${EQ_READS_DIR}/ERR16061321_1.fastq.gz	${EQ_READS_DIR}/ERR16061321_2.fastq.gz	ERR16061321	S48PRr1	ERS28392587	ERX15451503	S48PRr1_amp_lib1	PRJEB106069	PRJEB104209	Trip4	Rhizosphere	False	True
S48Sr1	${EQ_READS_DIR}/ERR16061322_1.fastq.gz	${EQ_READS_DIR}/ERR16061322_2.fastq.gz	ERR16061322	S48Sr1	ERS28392588	ERX15451504	S48Sr1_amp_lib1	PRJEB106069	PRJEB104209	Trip4	Surface	False	True
S49Dr1	${EQ_READS_DIR}/ERR16061323_1.fastq.gz	${EQ_READS_DIR}/ERR16061323_2.fastq.gz	ERR16061323	S49Dr1	ERS28392589	ERX15451505	S49Dr1_amp_lib1	PRJEB106069	PRJEB104209	Trip4	Deep	False	True
S49PRr1	${EQ_READS_DIR}/ERR16061324_1.fastq.gz	${EQ_READS_DIR}/ERR16061324_2.fastq.gz	ERR16061324	S49PRr1	ERS28392590	ERX15451506	S49PRr1_amp_lib1	PRJEB106069	PRJEB104209	Trip4	Rhizosphere	False	True
S49Sr1	${EQ_READS_DIR}/ERR16061325_1.fastq.gz	${EQ_READS_DIR}/ERR16061325_2.fastq.gz	ERR16061325	S49Sr1	ERS28392591	ERX15451507	S49Sr1_amp_lib1	PRJEB106069	PRJEB104209	Trip4	Surface	False	True
S50Dr1	${EQ_READS_DIR}/ERR16061326_1.fastq.gz	${EQ_READS_DIR}/ERR16061326_2.fastq.gz	ERR16061326	S50Dr1	ERS28392592	ERX15451508	S50Dr1_amp_lib1	PRJEB106069	PRJEB104209	Trip4	Deep	False	True
S50PRr1	${EQ_READS_DIR}/ERR16061327_1.fastq.gz	${EQ_READS_DIR}/ERR16061327_2.fastq.gz	ERR16061327	S50PRr1	ERS28392593	ERX15451509	S50PRr1_amp_lib1	PRJEB106069	PRJEB104209	Trip4	Rhizosphere	False	True
S50Sr1	${EQ_READS_DIR}/ERR16061328_1.fastq.gz	${EQ_READS_DIR}/ERR16061328_2.fastq.gz	ERR16061328	S50Sr1	ERS28392594	ERX15451510	S50Sr1_amp_lib1	PRJEB106069	PRJEB104209	Trip4	Surface	False	True
S51Dr1	${EQ_READS_DIR}/ERR16061329_1.fastq.gz	${EQ_READS_DIR}/ERR16061329_2.fastq.gz	ERR16061329	S51Dr1	ERS28392595	ERX15451511	S51Dr1_amp_lib1	PRJEB106069	PRJEB104209	Trip4	Deep	False	True
S51PRr1	${EQ_READS_DIR}/ERR16061330_1.fastq.gz	${EQ_READS_DIR}/ERR16061330_2.fastq.gz	ERR16061330	S51PRr1	ERS28392596	ERX15451512	S51PRr1_amp_lib1	PRJEB106069	PRJEB104209	Trip4	Rhizosphere	False	True
S51Sr1	${EQ_READS_DIR}/ERR16061331_1.fastq.gz	${EQ_READS_DIR}/ERR16061331_2.fastq.gz	ERR16061331	S51Sr1	ERS28392597	ERX15451513	S51Sr1_amp_lib1	PRJEB106069	PRJEB104209	Trip4	Surface	False	True
S52Dr1	${EQ_READS_DIR}/ERR16061332_1.fastq.gz	${EQ_READS_DIR}/ERR16061332_2.fastq.gz	ERR16061332	S52Dr1	ERS28392598	ERX15451514	S52Dr1_amp_lib1	PRJEB106069	PRJEB104209	Trip4	Deep	False	True
S52PRr1	${EQ_READS_DIR}/ERR16061333_1.fastq.gz	${EQ_READS_DIR}/ERR16061333_2.fastq.gz	ERR16061333	S52PRr1	ERS28392599	ERX15451515	S52PRr1_amp_lib1	PRJEB106069	PRJEB104209	Trip4	Rhizosphere	False	True
S52Sr1	${EQ_READS_DIR}/ERR16061334_1.fastq.gz	${EQ_READS_DIR}/ERR16061334_2.fastq.gz	ERR16061334	S52Sr1	ERS28392600	ERX15451516	S52Sr1_amp_lib1	PRJEB106069	PRJEB104209	Trip4	Surface	False	True
S53Dr1	${EQ_READS_DIR}/ERR16061335_1.fastq.gz	${EQ_READS_DIR}/ERR16061335_2.fastq.gz	ERR16061335	S53Dr1	ERS28392601	ERX15451517	S53Dr1_amp_lib1	PRJEB106069	PRJEB104209	Trip4	Deep	False	True
S53PRr1	${EQ_READS_DIR}/ERR16061336_1.fastq.gz	${EQ_READS_DIR}/ERR16061336_2.fastq.gz	ERR16061336	S53PRr1	ERS28392602	ERX15451518	S53PRr1_amp_lib1	PRJEB106069	PRJEB104209	Trip4	Rhizosphere	False	True
S53Sr1	${EQ_READS_DIR}/ERR16061337_1.fastq.gz	${EQ_READS_DIR}/ERR16061337_2.fastq.gz	ERR16061337	S53Sr1	ERS28392603	ERX15451519	S53Sr1_amp_lib1	PRJEB106069	PRJEB104209	Trip4	Surface	False	True
S54Dr1	${EQ_READS_DIR}/ERR16061338_1.fastq.gz	${EQ_READS_DIR}/ERR16061338_2.fastq.gz	ERR16061338	S54Dr1	ERS28392604	ERX15451520	S54Dr1_amp_lib1	PRJEB106069	PRJEB104209	Trip4	Deep	False	True
S54PRr1	${EQ_READS_DIR}/ERR16061339_1.fastq.gz	${EQ_READS_DIR}/ERR16061339_2.fastq.gz	ERR16061339	S54PRr1	ERS28392605	ERX15451521	S54PRr1_amp_lib1	PRJEB106069	PRJEB104209	Trip4	Rhizosphere	False	True
S54Sr1	${EQ_READS_DIR}/ERR16061340_1.fastq.gz	${EQ_READS_DIR}/ERR16061340_2.fastq.gz	ERR16061340	S54Sr1	ERS28392606	ERX15451522	S54Sr1_amp_lib1	PRJEB106069	PRJEB104209	Trip4	Surface	False	True
S55Dr1	${EQ_READS_DIR}/ERR16061341_1.fastq.gz	${EQ_READS_DIR}/ERR16061341_2.fastq.gz	ERR16061341	S55Dr1	ERS28392607	ERX15451523	S55Dr1_amp_lib1	PRJEB106069	PRJEB104209	Trip4	Deep	False	True
S55PRr1	${EQ_READS_DIR}/ERR16061342_1.fastq.gz	${EQ_READS_DIR}/ERR16061342_2.fastq.gz	ERR16061342	S55PRr1	ERS28392608	ERX15451524	S55PRr1_amp_lib1	PRJEB106069	PRJEB104209	Trip4	Rhizosphere	False	True
S55Sr1	${EQ_READS_DIR}/ERR16061343_1.fastq.gz	${EQ_READS_DIR}/ERR16061343_2.fastq.gz	ERR16061343	S55Sr1	ERS28392609	ERX15451525	S55Sr1_amp_lib1	PRJEB106069	PRJEB104209	Trip4	Surface	False	True
S56Dr1	${EQ_READS_DIR}/ERR16061344_1.fastq.gz	${EQ_READS_DIR}/ERR16061344_2.fastq.gz	ERR16061344	S56Dr1	ERS28392610	ERX15451526	S56Dr1_amp_lib1	PRJEB106069	PRJEB104209	Trip4	Deep	False	True
S56PRr1	${EQ_READS_DIR}/ERR16061345_1.fastq.gz	${EQ_READS_DIR}/ERR16061345_2.fastq.gz	ERR16061345	S56PRr1	ERS28392611	ERX15451527	S56PRr1_amp_lib1	PRJEB106069	PRJEB104209	Trip4	Rhizosphere	False	True
S56Sr1	${EQ_READS_DIR}/ERR16061346_1.fastq.gz	${EQ_READS_DIR}/ERR16061346_2.fastq.gz	ERR16061346	S56Sr1	ERS28392612	ERX15451528	S56Sr1_amp_lib1	PRJEB106069	PRJEB104209	Trip4	Surface	False	True
S57Dr1	${EQ_READS_DIR}/ERR16061347_1.fastq.gz	${EQ_READS_DIR}/ERR16061347_2.fastq.gz	ERR16061347	S57Dr1	ERS28392613	ERX15451529	S57Dr1_amp_lib1	PRJEB106069	PRJEB104209	Trip4	Deep	False	True
S57PRr1	${EQ_READS_DIR}/ERR16061348_1.fastq.gz	${EQ_READS_DIR}/ERR16061348_2.fastq.gz	ERR16061348	S57PRr1	ERS28392614	ERX15451530	S57PRr1_amp_lib1	PRJEB106069	PRJEB104209	Trip4	Rhizosphere	False	True
S57Sr1	${EQ_READS_DIR}/ERR16061349_1.fastq.gz	${EQ_READS_DIR}/ERR16061349_2.fastq.gz	ERR16061349	S57Sr1	ERS28392615	ERX15451531	S57Sr1_amp_lib1	PRJEB106069	PRJEB104209	Trip4	Surface	False	True
S58Dr1	${EQ_READS_DIR}/ERR16061350_1.fastq.gz	${EQ_READS_DIR}/ERR16061350_2.fastq.gz	ERR16061350	S58Dr1	ERS28392616	ERX15451532	S58Dr1_amp_lib1	PRJEB106069	PRJEB104209	Trip4	Deep	False	True
S58PRr1	${EQ_READS_DIR}/ERR16061351_1.fastq.gz	${EQ_READS_DIR}/ERR16061351_2.fastq.gz	ERR16061351	S58PRr1	ERS28392617	ERX15451533	S58PRr1_amp_lib1	PRJEB106069	PRJEB104209	Trip4	Rhizosphere	False	True
