sampleID,forwardReads,reverseReads,run
F7PRr2,${EQ_READS_DIR}/ERR16062747_1.fastq.gz,${EQ_READS_DIR}/ERR16062747_2.fastq.gz,ERR16062747
F7PRr3,${EQ_READS_DIR}/ERR16062748_1.fastq.gz,${EQ_READS_DIR}/ERR16062748_2.fastq.gz,ERR16062748
F8Dr1,${EQ_READS_DIR}/ERR16062749_1.fastq.gz,${EQ_READS_DIR}/ERR16062749_2.fastq.gz,ERR16062749
F8Dr2,${EQ_READS_DIR}/ERR16062750_1.fastq.gz,${EQ_READS_DIR}/ERR16062750_2.fastq.gz,ERR16062750
F8Dr3,${EQ_READS_DIR}/ERR16062751_1.fastq.gz,${EQ_READS_DIR}/ERR16062751_2.fastq.gz,ERR16062751
F8Sr1,${EQ_READS_DIR}/ERR16062752_1.fastq.gz,${EQ_READS_DIR}/ERR16062752_2.fastq.gz,ERR16062752
F8Sr2,${EQ_READS_DIR}/ERR16062753_1.fastq.gz,${EQ_READS_DIR}/ERR16062753_2.fastq.gz,ERR16062753
F8Sr3,${EQ_READS_DIR}/ERR16062754_1.fastq.gz,${EQ_READS_DIR}/ERR16062754_2.fastq.gz,ERR16062754
F8PRr1,${EQ_READS_DIR}/ERR16062755_1.fastq.gz,${EQ_READS_DIR}/ERR16062755_2.fastq.gz,ERR16062755
F8PRr2,${EQ_READS_DIR}/ERR16062756_1.fastq.gz,${EQ_READS_DIR}/ERR16062756_2.fastq.gz,ERR16062756
F8PRr3,${EQ_READS_DIR}/ERR16062757_1.fastq.gz,${EQ_READS_DIR}/ERR16062757_2.fastq.gz,ERR16062757
F9Dr1,${EQ_READS_DIR}/ERR16062758_1.fastq.gz,${EQ_READS_DIR}/ERR16062758_2.fastq.gz,ERR16062758
F9Dr2,${EQ_READS_DIR}/ERR16062759_1.fastq.gz,${EQ_READS_DIR}/ERR16062759_2.fastq.gz,ERR16062759
F9Dr3,${EQ_READS_DIR}/ERR16062760_1.fastq.gz,${EQ_READS_DIR}/ERR16062760_2.fastq.gz,ERR16062760
F9Sr1,${EQ_READS_DIR}/ERR16062761_1.fastq.gz,${EQ_READS_DIR}/ERR16062761_2.fastq.gz,ERR16062761
F9Sr2,${EQ_READS_DIR}/ERR16062762_1.fastq.gz,${EQ_READS_DIR}/ERR16062762_2.fastq.gz,ERR16062762
F9Sr3,${EQ_READS_DIR}/ERR16062763_1.fastq.gz,${EQ_READS_DIR}/ERR16062763_2.fastq.gz,ERR16062763
F9PRr1,${EQ_READS_DIR}/ERR16062764_1.fastq.gz,${EQ_READS_DIR}/ERR16062764_2.fastq.gz,ERR16062764
F9PRr2,${EQ_READS_DIR}/ERR16062765_1.fastq.gz,${EQ_READS_DIR}/ERR16062765_2.fastq.gz,ERR16062765
F9PRr3,${EQ_READS_DIR}/ERR16062766_1.fastq.gz,${EQ_READS_DIR}/ERR16062766_2.fastq.gz,ERR16062766
F10Dr1,${EQ_READS_DIR}/ERR16062767_1.fastq.gz,${EQ_READS_DIR}/ERR16062767_2.fastq.gz,ERR16062767
F10Dr2,${EQ_READS_DIR}/ERR16062768_1.fastq.gz,${EQ_READS_DIR}/ERR16062768_2.fastq.gz,ERR16062768
F10Dr3,${EQ_READS_DIR}/ERR16062769_1.fastq.gz,${EQ_READS_DIR}/ERR16062769_2.fastq.gz,ERR16062769
F10Sr1,${EQ_READS_DIR}/ERR16062770_1.fastq.gz,${EQ_READS_DIR}/ERR16062770_2.fastq.gz,ERR16062770
F10Sr2,${EQ_READS_DIR}/ERR16062771_1.fastq.gz,${EQ_READS_DIR}/ERR16062771_2.fastq.gz,ERR16062771
F10Sr3,${EQ_READS_DIR}/ERR16062772_1.fastq.gz,${EQ_READS_DIR}/ERR16062772_2.fastq.gz,ERR16062772
F10PRr1,${EQ_READS_DIR}/ERR16062773_1.fastq.gz,${EQ_READS_DIR}/ERR16062773_2.fastq.gz,ERR16062773
F10PRr2,${EQ_READS_DIR}/ERR16062774_1.fastq.gz,${EQ_READS_DIR}/ERR16062774_2.fastq.gz,ERR16062774
F11Dr1,${EQ_READS_DIR}/ERR16062775_1.fastq.gz,${EQ_READS_DIR}/ERR16062775_2.fastq.gz,ERR16062775
F11Dr2,${EQ_READS_DIR}/ERR16062776_1.fastq.gz,${EQ_READS_DIR}/ERR16062776_2.fastq.gz,ERR16062776
F11Dr3,${EQ_READS_DIR}/ERR16062777_1.fastq.gz,${EQ_READS_DIR}/ERR16062777_2.fastq.gz,ERR16062777
F11Sr1,${EQ_READS_DIR}/ERR16062778_1.fastq.gz,${EQ_READS_DIR}/ERR16062778_2.fastq.gz,ERR16062778
F11Sr2,${EQ_READS_DIR}/ERR16062779_1.fastq.gz,${EQ_READS_DIR}/ERR16062779_2.fastq.gz,ERR16062779
F11Sr3,${EQ_READS_DIR}/ERR16062780_1.fastq.gz,${EQ_READS_DIR}/ERR16062780_2.fastq.gz,ERR16062780
F11PRr1,${EQ_READS_DIR}/ERR16062781_1.fastq.gz,${EQ_READS_DIR}/ERR16062781_2.fastq.gz,ERR16062781
F11PRr2,${EQ_READS_DIR}/ERR16062782_1.fastq.gz,${EQ_READS_DIR}/ERR16062782_2.fastq.gz,ERR16062782
F11PRr3,${EQ_READS_DIR}/ERR16062783_1.fastq.gz,${EQ_READS_DIR}/ERR16062783_2.fastq.gz,ERR16062783
F12Dr1,${EQ_READS_DIR}/ERR16062784_1.fastq.gz,${EQ_READS_DIR}/ERR16062784_2.fastq.gz,ERR16062784
F12Dr2,${EQ_READS_DIR}/ERR16062785_1.fastq.gz,${EQ_READS_DIR}/ERR16062785_2.fastq.gz,ERR16062785
F12Sr2,${EQ_READS_DIR}/ERR16062786_1.fastq.gz,${EQ_READS_DIR}/ERR16062786_2.fastq.gz,ERR16062786
F12Sr3,${EQ_READS_DIR}/ERR16062787_1.fastq.gz,${EQ_READS_DIR}/ERR16062787_2.fastq.gz,ERR16062787
F12PRr1,${EQ_READS_DIR}/ERR16062788_1.fastq.gz,${EQ_READS_DIR}/ERR16062788_2.fastq.gz,ERR16062788
F12PRr2,${EQ_READS_DIR}/ERR16062789_1.fastq.gz,${EQ_READS_DIR}/ERR16062789_2.fastq.gz,ERR16062789
F12PRr3,${EQ_READS_DIR}/ERR16062790_1.fastq.gz,${EQ_READS_DIR}/ERR16062790_2.fastq.gz,ERR16062790
F13Dr1,${EQ_READS_DIR}/ERR16062791_1.fastq.gz,${EQ_READS_DIR}/ERR16062791_2.fastq.gz,ERR16062791
F13Dr2,${EQ_READS_DIR}/ERR16062792_1.fastq.gz,${EQ_READS_DIR}/ERR16062792_2.fastq.gz,ERR16062792
F13Dr3,${EQ_READS_DIR}/ERR16062793_1.fastq.gz,${EQ_READS_DIR}/ERR16062793_2.fastq.gz,ERR16062793
F13Sr1,${EQ_READS_DIR}/ERR16062794_1.fastq.gz,${EQ_READS_DIR}/ERR16062794_2.fastq.gz,ERR16062794
F13Sr2,${EQ_READS_DIR}/ERR16062795_1.fastq.gz,${EQ_READS_DIR}/ERR16062795_2.fastq.gz,ERR16062795
F13Sr3,${EQ_READS_DIR}/ERR16062796_1.fastq.gz,${EQ_READS_DIR}/ERR16062796_2.fastq.gz,ERR16062796
F13PRr1,${EQ_READS_DIR}/ERR16062797_1.fastq.gz,${EQ_READS_DIR}/ERR16062797_2.fastq.gz,ERR16062797
F13PRr2,${EQ_READS_DIR}/ERR16062798_1.fastq.gz,${EQ_READS_DIR}/ERR16062798_2.fastq.gz,ERR16062798
F13PRr3,${EQ_READS_DIR}/ERR16062799_1.fastq.gz,${EQ_READS_DIR}/ERR16062799_2.fastq.gz,ERR16062799
F14Dr1,${EQ_READS_DIR}/ERR16062800_1.fastq.gz,${EQ_READS_DIR}/ERR16062800_2.fastq.gz,ERR16062800
F14Dr2,${EQ_READS_DIR}/ERR16062801_1.fastq.gz,${EQ_READS_DIR}/ERR16062801_2.fastq.gz,ERR16062801
F14Dr3,${EQ_READS_DIR}/ERR16062802_1.fastq.gz,${EQ_READS_DIR}/ERR16062802_2.fastq.gz,ERR16062802
F14Sr1,${EQ_READS_DIR}/ERR16062803_1.fastq.gz,${EQ_READS_DIR}/ERR16062803_2.fastq.gz,ERR16062803
F14Sr2,${EQ_READS_DIR}/ERR16062804_1.fastq.gz,${EQ_READS_DIR}/ERR16062804_2.fastq.gz,ERR16062804
F14Sr3,${EQ_READS_DIR}/ERR16062805_1.fastq.gz,${EQ_READS_DIR}/ERR16062805_2.fastq.gz,ERR16062805
F14PRr1,${EQ_READS_DIR}/ERR16062806_1.fastq.gz,${EQ_READS_DIR}/ERR16062806_2.fastq.gz,ERR16062806
F14PRr2,${EQ_READS_DIR}/ERR16062807_1.fastq.gz,${EQ_READS_DIR}/ERR16062807_2.fastq.gz,ERR16062807
F14PRr3,${EQ_READS_DIR}/ERR16062808_1.fastq.gz,${EQ_READS_DIR}/ERR16062808_2.fastq.gz,ERR16062808
F15Dr1,${EQ_READS_DIR}/ERR16062809_1.fastq.gz,${EQ_READS_DIR}/ERR16062809_2.fastq.gz,ERR16062809
F15Dr2,${EQ_READS_DIR}/ERR16062810_1.fastq.gz,${EQ_READS_DIR}/ERR16062810_2.fastq.gz,ERR16062810
F15Dr3,${EQ_READS_DIR}/ERR16062811_1.fastq.gz,${EQ_READS_DIR}/ERR16062811_2.fastq.gz,ERR16062811
F15Sr1,${EQ_READS_DIR}/ERR16062812_1.fastq.gz,${EQ_READS_DIR}/ERR16062812_2.fastq.gz,ERR16062812
F15Sr2,${EQ_READS_DIR}/ERR16062813_1.fastq.gz,${EQ_READS_DIR}/ERR16062813_2.fastq.gz,ERR16062813
F15Sr3,${EQ_READS_DIR}/ERR16062814_1.fastq.gz,${EQ_READS_DIR}/ERR16062814_2.fastq.gz,ERR16062814
F15PRr1,${EQ_READS_DIR}/ERR16062815_1.fastq.gz,${EQ_READS_DIR}/ERR16062815_2.fastq.gz,ERR16062815
F15PRr2,${EQ_READS_DIR}/ERR16062816_1.fastq.gz,${EQ_READS_DIR}/ERR16062816_2.fastq.gz,ERR16062816
F15PRr3,${EQ_READS_DIR}/ERR16062817_1.fastq.gz,${EQ_READS_DIR}/ERR16062817_2.fastq.gz,ERR16062817
F16Dr1,${EQ_READS_DIR}/ERR16062818_1.fastq.gz,${EQ_READS_DIR}/ERR16062818_2.fastq.gz,ERR16062818
F16Dr2,${EQ_READS_DIR}/ERR16062819_1.fastq.gz,${EQ_READS_DIR}/ERR16062819_2.fastq.gz,ERR16062819
F16Dr3,${EQ_READS_DIR}/ERR16062820_1.fastq.gz,${EQ_READS_DIR}/ERR16062820_2.fastq.gz,ERR16062820
F16Sr1,${EQ_READS_DIR}/ERR16062821_1.fastq.gz,${EQ_READS_DIR}/ERR16062821_2.fastq.gz,ERR16062821
F16Sr2,${EQ_READS_DIR}/ERR16062822_1.fastq.gz,${EQ_READS_DIR}/ERR16062822_2.fastq.gz,ERR16062822
F16Sr3,${EQ_READS_DIR}/ERR16062823_1.fastq.gz,${EQ_READS_DIR}/ERR16062823_2.fastq.gz,ERR16062823
F16PRr1,${EQ_READS_DIR}/ERR16062824_1.fastq.gz,${EQ_READS_DIR}/ERR16062824_2.fastq.gz,ERR16062824
F16PRr2,${EQ_READS_DIR}/ERR16062825_1.fastq.gz,${EQ_READS_DIR}/ERR16062825_2.fastq.gz,ERR16062825
F16PRr3,${EQ_READS_DIR}/ERR16062826_1.fastq.gz,${EQ_READS_DIR}/ERR16062826_2.fastq.gz,ERR16062826
F17Dr1,${EQ_READS_DIR}/ERR16062827_1.fastq.gz,${EQ_READS_DIR}/ERR16062827_2.fastq.gz,ERR16062827
F17Dr2,${EQ_READS_DIR}/ERR16062828_1.fastq.gz,${EQ_READS_DIR}/ERR16062828_2.fastq.gz,ERR16062828
F17Dr3,${EQ_READS_DIR}/ERR16062829_1.fastq.gz,${EQ_READS_DIR}/ERR16062829_2.fastq.gz,ERR16062829
F17Sr1,${EQ_READS_DIR}/ERR16062830_1.fastq.gz,${EQ_READS_DIR}/ERR16062830_2.fastq.gz,ERR16062830
F17Sr2,${EQ_READS_DIR}/ERR16062831_1.fastq.gz,${EQ_READS_DIR}/ERR16062831_2.fastq.gz,ERR16062831
F17Sr3,${EQ_READS_DIR}/ERR16062832_1.fastq.gz,${EQ_READS_DIR}/ERR16062832_2.fastq.gz,ERR16062832
F17PRr1,${EQ_READS_DIR}/ERR16062833_1.fastq.gz,${EQ_READS_DIR}/ERR16062833_2.fastq.gz,ERR16062833
F17PRr2,${EQ_READS_DIR}/ERR16062834_1.fastq.gz,${EQ_READS_DIR}/ERR16062834_2.fastq.gz,ERR16062834
F17PRr3,${EQ_READS_DIR}/ERR16062835_1.fastq.gz,${EQ_READS_DIR}/ERR16062835_2.fastq.gz,ERR16062835
F18Dr1,${EQ_READS_DIR}/ERR16062836_1.fastq.gz,${EQ_READS_DIR}/ERR16062836_2.fastq.gz,ERR16062836
F18Dr2,${EQ_READS_DIR}/ERR16062837_1.fastq.gz,${EQ_READS_DIR}/ERR16062837_2.fastq.gz,ERR16062837
F18Dr3,${EQ_READS_DIR}/ERR16062838_1.fastq.gz,${EQ_READS_DIR}/ERR16062838_2.fastq.gz,ERR16062838
F18Sr1,${EQ_READS_DIR}/ERR16062839_1.fastq.gz,${EQ_READS_DIR}/ERR16062839_2.fastq.gz,ERR16062839
F18Sr2,${EQ_READS_DIR}/ERR16062840_1.fastq.gz,${EQ_READS_DIR}/ERR16062840_2.fastq.gz,ERR16062840
F18Sr3,${EQ_READS_DIR}/ERR16062841_1.fastq.gz,${EQ_READS_DIR}/ERR16062841_2.fastq.gz,ERR16062841
F18PRr1,${EQ_READS_DIR}/ERR16062842_1.fastq.gz,${EQ_READS_DIR}/ERR16062842_2.fastq.gz,ERR16062842
F18PRr2,${EQ_READS_DIR}/ERR16062843_1.fastq.gz,${EQ_READS_DIR}/ERR16062843_2.fastq.gz,ERR16062843
F18PRr3,${EQ_READS_DIR}/ERR16062844_1.fastq.gz,${EQ_READS_DIR}/ERR16062844_2.fastq.gz,ERR16062844
F19Dr1,${EQ_READS_DIR}/ERR16062845_1.fastq.gz,${EQ_READS_DIR}/ERR16062845_2.fastq.gz,ERR16062845
F19Dr2,${EQ_READS_DIR}/ERR16062846_1.fastq.gz,${EQ_READS_DIR}/ERR16062846_2.fastq.gz,ERR16062846
F19Dr3,${EQ_READS_DIR}/ERR16062847_1.fastq.gz,${EQ_READS_DIR}/ERR16062847_2.fastq.gz,ERR16062847
F19Sr1,${EQ_READS_DIR}/ERR16062848_1.fastq.gz,${EQ_READS_DIR}/ERR16062848_2.fastq.gz,ERR16062848
F19Sr2,${EQ_READS_DIR}/ERR16062849_1.fastq.gz,${EQ_READS_DIR}/ERR16062849_2.fastq.gz,ERR16062849
F19Sr3,${EQ_READS_DIR}/ERR16062850_1.fastq.gz,${EQ_READS_DIR}/ERR16062850_2.fastq.gz,ERR16062850
F19PRr1,${EQ_READS_DIR}/ERR16062851_1.fastq.gz,${EQ_READS_DIR}/ERR16062851_2.fastq.gz,ERR16062851
F19PRr2,${EQ_READS_DIR}/ERR16062852_1.fastq.gz,${EQ_READS_DIR}/ERR16062852_2.fastq.gz,ERR16062852
F19PRr3,${EQ_READS_DIR}/ERR16062853_1.fastq.gz,${EQ_READS_DIR}/ERR16062853_2.fastq.gz,ERR16062853
F20Dr1,${EQ_READS_DIR}/ERR16062854_1.fastq.gz,${EQ_READS_DIR}/ERR16062854_2.fastq.gz,ERR16062854
F20Dr2,${EQ_READS_DIR}/ERR16062855_1.fastq.gz,${EQ_READS_DIR}/ERR16062855_2.fastq.gz,ERR16062855
F20Dr3,${EQ_READS_DIR}/ERR16062856_1.fastq.gz,${EQ_READS_DIR}/ERR16062856_2.fastq.gz,ERR16062856
F20Sr2,${EQ_READS_DIR}/ERR16062857_1.fastq.gz,${EQ_READS_DIR}/ERR16062857_2.fastq.gz,ERR16062857
F20Sr3,${EQ_READS_DIR}/ERR16062858_1.fastq.gz,${EQ_READS_DIR}/ERR16062858_2.fastq.gz,ERR16062858
F20PRr1,${EQ_READS_DIR}/ERR16062859_1.fastq.gz,${EQ_READS_DIR}/ERR16062859_2.fastq.gz,ERR16062859
F20PRr2,${EQ_READS_DIR}/ERR16062860_1.fastq.gz,${EQ_READS_DIR}/ERR16062860_2.fastq.gz,ERR16062860
F20PRr3,${EQ_READS_DIR}/ERR16062861_1.fastq.gz,${EQ_READS_DIR}/ERR16062861_2.fastq.gz,ERR16062861
F21Dr1,${EQ_READS_DIR}/ERR16062862_1.fastq.gz,${EQ_READS_DIR}/ERR16062862_2.fastq.gz,ERR16062862
F21Dr2,${EQ_READS_DIR}/ERR16062863_1.fastq.gz,${EQ_READS_DIR}/ERR16062863_2.fastq.gz,ERR16062863
F21Dr3,${EQ_READS_DIR}/ERR16062864_1.fastq.gz,${EQ_READS_DIR}/ERR16062864_2.fastq.gz,ERR16062864
F21Sr1,${EQ_READS_DIR}/ERR16062865_1.fastq.gz,${EQ_READS_DIR}/ERR16062865_2.fastq.gz,ERR16062865
F21Sr2,${EQ_READS_DIR}/ERR16062866_1.fastq.gz,${EQ_READS_DIR}/ERR16062866_2.fastq.gz,ERR16062866
F21Sr3,${EQ_READS_DIR}/ERR16062867_1.fastq.gz,${EQ_READS_DIR}/ERR16062867_2.fastq.gz,ERR16062867
F21PRr1,${EQ_READS_DIR}/ERR16062868_1.fastq.gz,${EQ_READS_DIR}/ERR16062868_2.fastq.gz,ERR16062868
F21PRr2,${EQ_READS_DIR}/ERR16062869_1.fastq.gz,${EQ_READS_DIR}/ERR16062869_2.fastq.gz,ERR16062869
F21PRr3,${EQ_READS_DIR}/ERR16062870_1.fastq.gz,${EQ_READS_DIR}/ERR16062870_2.fastq.gz,ERR16062870
F22Dr1,${EQ_READS_DIR}/ERR16062871_1.fastq.gz,${EQ_READS_DIR}/ERR16062871_2.fastq.gz,ERR16062871
F22Dr2,${EQ_READS_DIR}/ERR16062872_1.fastq.gz,${EQ_READS_DIR}/ERR16062872_2.fastq.gz,ERR16062872
F22Dr3,${EQ_READS_DIR}/ERR16062873_1.fastq.gz,${EQ_READS_DIR}/ERR16062873_2.fastq.gz,ERR16062873
F22Sr1,${EQ_READS_DIR}/ERR16062874_1.fastq.gz,${EQ_READS_DIR}/ERR16062874_2.fastq.gz,ERR16062874
F22Sr2,${EQ_READS_DIR}/ERR16062875_1.fastq.gz,${EQ_READS_DIR}/ERR16062875_2.fastq.gz,ERR16062875
F22Sr3,${EQ_READS_DIR}/ERR16062876_1.fastq.gz,${EQ_READS_DIR}/ERR16062876_2.fastq.gz,ERR16062876
F22PRr1,${EQ_READS_DIR}/ERR16062877_1.fastq.gz,${EQ_READS_DIR}/ERR16062877_2.fastq.gz,ERR16062877
F22PRr2,${EQ_READS_DIR}/ERR16062878_1.fastq.gz,${EQ_READS_DIR}/ERR16062878_2.fastq.gz,ERR16062878
F22PRr3,${EQ_READS_DIR}/ERR16062879_1.fastq.gz,${EQ_READS_DIR}/ERR16062879_2.fastq.gz,ERR16062879
F23Dr1,${EQ_READS_DIR}/ERR16062880_1.fastq.gz,${EQ_READS_DIR}/ERR16062880_2.fastq.gz,ERR16062880
F23Dr2,${EQ_READS_DIR}/ERR16062881_1.fastq.gz,${EQ_READS_DIR}/ERR16062881_2.fastq.gz,ERR16062881
F23Dr3,${EQ_READS_DIR}/ERR16062882_1.fastq.gz,${EQ_READS_DIR}/ERR16062882_2.fastq.gz,ERR16062882
F23Sr1,${EQ_READS_DIR}/ERR16062883_1.fastq.gz,${EQ_READS_DIR}/ERR16062883_2.fastq.gz,ERR16062883
F23Sr2,${EQ_READS_DIR}/ERR16062884_1.fastq.gz,${EQ_READS_DIR}/ERR16062884_2.fastq.gz,ERR16062884
F23Sr3,${EQ_READS_DIR}/ERR16062885_1.fastq.gz,${EQ_READS_DIR}/ERR16062885_2.fastq.gz,ERR16062885
F23PRr1,${EQ_READS_DIR}/ERR16062886_1.fastq.gz,${EQ_READS_DIR}/ERR16062886_2.fastq.gz,ERR16062886
F23PRr2,${EQ_READS_DIR}/ERR16062887_1.fastq.gz,${EQ_READS_DIR}/ERR16062887_2.fastq.gz,ERR16062887
F23PRr3,${EQ_READS_DIR}/ERR16062888_1.fastq.gz,${EQ_READS_DIR}/ERR16062888_2.fastq.gz,ERR16062888
F24Dr1,${EQ_READS_DIR}/ERR16062889_1.fastq.gz,${EQ_READS_DIR}/ERR16062889_2.fastq.gz,ERR16062889
F24Dr2,${EQ_READS_DIR}/ERR16062890_1.fastq.gz,${EQ_READS_DIR}/ERR16062890_2.fastq.gz,ERR16062890
F24Sr1,${EQ_READS_DIR}/ERR16062891_1.fastq.gz,${EQ_READS_DIR}/ERR16062891_2.fastq.gz,ERR16062891
F24Sr2,${EQ_READS_DIR}/ERR16062892_1.fastq.gz,${EQ_READS_DIR}/ERR16062892_2.fastq.gz,ERR16062892
F24Sr3,${EQ_READS_DIR}/ERR16062893_1.fastq.gz,${EQ_READS_DIR}/ERR16062893_2.fastq.gz,ERR16062893
F24PRr1,${EQ_READS_DIR}/ERR16062894_1.fastq.gz,${EQ_READS_DIR}/ERR16062894_2.fastq.gz,ERR16062894
F24PRr2,${EQ_READS_DIR}/ERR16062895_1.fastq.gz,${EQ_READS_DIR}/ERR16062895_2.fastq.gz,ERR16062895
F24PRr3,${EQ_READS_DIR}/ERR16062896_1.fastq.gz,${EQ_READS_DIR}/ERR16062896_2.fastq.gz,ERR16062896
F25Dr1,${EQ_READS_DIR}/ERR16062897_1.fastq.gz,${EQ_READS_DIR}/ERR16062897_2.fastq.gz,ERR16062897
F25Dr2,${EQ_READS_DIR}/ERR16062898_1.fastq.gz,${EQ_READS_DIR}/ERR16062898_2.fastq.gz,ERR16062898
F25Dr3,${EQ_READS_DIR}/ERR16062899_1.fastq.gz,${EQ_READS_DIR}/ERR16062899_2.fastq.gz,ERR16062899
F25Sr1,${EQ_READS_DIR}/ERR16062900_1.fastq.gz,${EQ_READS_DIR}/ERR16062900_2.fastq.gz,ERR16062900
F25Sr2,${EQ_READS_DIR}/ERR16062901_1.fastq.gz,${EQ_READS_DIR}/ERR16062901_2.fastq.gz,ERR16062901
F25Sr3,${EQ_READS_DIR}/ERR16062902_1.fastq.gz,${EQ_READS_DIR}/ERR16062902_2.fastq.gz,ERR16062902
F25PRr1,${EQ_READS_DIR}/ERR16062903_1.fastq.gz,${EQ_READS_DIR}/ERR16062903_2.fastq.gz,ERR16062903
F25PRr2,${EQ_READS_DIR}/ERR16062904_1.fastq.gz,${EQ_READS_DIR}/ERR16062904_2.fastq.gz,ERR16062904
F25PRr3,${EQ_READS_DIR}/ERR16062905_1.fastq.gz,${EQ_READS_DIR}/ERR16062905_2.fastq.gz,ERR16062905
F26Dr1,${EQ_READS_DIR}/ERR16062906_1.fastq.gz,${EQ_READS_DIR}/ERR16062906_2.fastq.gz,ERR16062906
F26Dr3,${EQ_READS_DIR}/ERR16062907_1.fastq.gz,${EQ_READS_DIR}/ERR16062907_2.fastq.gz,ERR16062907
F26Sr1,${EQ_READS_DIR}/ERR16062908_1.fastq.gz,${EQ_READS_DIR}/ERR16062908_2.fastq.gz,ERR16062908
F26Sr3,${EQ_READS_DIR}/ERR16062909_1.fastq.gz,${EQ_READS_DIR}/ERR16062909_2.fastq.gz,ERR16062909
F26PRr1,${EQ_READS_DIR}/ERR16062910_1.fastq.gz,${EQ_READS_DIR}/ERR16062910_2.fastq.gz,ERR16062910
F26PRr2,${EQ_READS_DIR}/ERR16062911_1.fastq.gz,${EQ_READS_DIR}/ERR16062911_2.fastq.gz,ERR16062911
F26PRr3,${EQ_READS_DIR}/ERR16062912_1.fastq.gz,${EQ_READS_DIR}/ERR16062912_2.fastq.gz,ERR16062912
F27Dr1,${EQ_READS_DIR}/ERR16062913_1.fastq.gz,${EQ_READS_DIR}/ERR16062913_2.fastq.gz,ERR16062913
F27Dr2,${EQ_READS_DIR}/ERR16062914_1.fastq.gz,${EQ_READS_DIR}/ERR16062914_2.fastq.gz,ERR16062914
F27Sr1,${EQ_READS_DIR}/ERR16062915_1.fastq.gz,${EQ_READS_DIR}/ERR16062915_2.fastq.gz,ERR16062915
F27Sr2,${EQ_READS_DIR}/ERR16062916_1.fastq.gz,${EQ_READS_DIR}/ERR16062916_2.fastq.gz,ERR16062916
F27Sr3,${EQ_READS_DIR}/ERR16062917_1.fastq.gz,${EQ_READS_DIR}/ERR16062917_2.fastq.gz,ERR16062917
F27PRr1,${EQ_READS_DIR}/ERR16062918_1.fastq.gz,${EQ_READS_DIR}/ERR16062918_2.fastq.gz,ERR16062918
F27PRr2,${EQ_READS_DIR}/ERR16062919_1.fastq.gz,${EQ_READS_DIR}/ERR16062919_2.fastq.gz,ERR16062919
F27PRr3,${EQ_READS_DIR}/ERR16062920_1.fastq.gz,${EQ_READS_DIR}/ERR16062920_2.fastq.gz,ERR16062920
F28Dr1,${EQ_READS_DIR}/ERR16062921_1.fastq.gz,${EQ_READS_DIR}/ERR16062921_2.fastq.gz,ERR16062921
F28Dr2,${EQ_READS_DIR}/ERR16062922_1.fastq.gz,${EQ_READS_DIR}/ERR16062922_2.fastq.gz,ERR16062922
F28Dr3,${EQ_READS_DIR}/ERR16062923_1.fastq.gz,${EQ_READS_DIR}/ERR16062923_2.fastq.gz,ERR16062923
F28Sr1,${EQ_READS_DIR}/ERR16062924_1.fastq.gz,${EQ_READS_DIR}/ERR16062924_2.fastq.gz,ERR16062924
F28Sr2,${EQ_READS_DIR}/ERR16062925_1.fastq.gz,${EQ_READS_DIR}/ERR16062925_2.fastq.gz,ERR16062925
F28Sr3,${EQ_READS_DIR}/ERR16062926_1.fastq.gz,${EQ_READS_DIR}/ERR16062926_2.fastq.gz,ERR16062926
F28PRr1,${EQ_READS_DIR}/ERR16062927_1.fastq.gz,${EQ_READS_DIR}/ERR16062927_2.fastq.gz,ERR16062927
F28PRr2,${EQ_READS_DIR}/ERR16062928_1.fastq.gz,${EQ_READS_DIR}/ERR16062928_2.fastq.gz,ERR16062928
F28PRr3,${EQ_READS_DIR}/ERR16062929_1.fastq.gz,${EQ_READS_DIR}/ERR16062929_2.fastq.gz,ERR16062929
F29Dr1,${EQ_READS_DIR}/ERR16062930_1.fastq.gz,${EQ_READS_DIR}/ERR16062930_2.fastq.gz,ERR16062930
F29Dr2,${EQ_READS_DIR}/ERR16062931_1.fastq.gz,${EQ_READS_DIR}/ERR16062931_2.fastq.gz,ERR16062931
F29Dr3,${EQ_READS_DIR}/ERR16062932_1.fastq.gz,${EQ_READS_DIR}/ERR16062932_2.fastq.gz,ERR16062932
F29Sr1,${EQ_READS_DIR}/ERR16062933_1.fastq.gz,${EQ_READS_DIR}/ERR16062933_2.fastq.gz,ERR16062933
F29Sr2,${EQ_READS_DIR}/ERR16062934_1.fastq.gz,${EQ_READS_DIR}/ERR16062934_2.fastq.gz,ERR16062934
F29Sr3,${EQ_READS_DIR}/ERR16062935_1.fastq.gz,${EQ_READS_DIR}/ERR16062935_2.fastq.gz,ERR16062935
F29PRr1,${EQ_READS_DIR}/ERR16062936_1.fastq.gz,${EQ_READS_DIR}/ERR16062936_2.fastq.gz,ERR16062936
F29PRr2,${EQ_READS_DIR}/ERR16062937_1.fastq.gz,${EQ_READS_DIR}/ERR16062937_2.fastq.gz,ERR16062937
F29PRr3,${EQ_READS_DIR}/ERR16062938_1.fastq.gz,${EQ_READS_DIR}/ERR16062938_2.fastq.gz,ERR16062938
F30Dr1,${EQ_READS_DIR}/ERR16062939_1.fastq.gz,${EQ_READS_DIR}/ERR16062939_2.fastq.gz,ERR16062939
F30Dr2,${EQ_READS_DIR}/ERR16062940_1.fastq.gz,${EQ_READS_DIR}/ERR16062940_2.fastq.gz,ERR16062940
