compartment	taxon_a	taxon_b	partial_correlation	absolute_partial_correlation	full_data_selected	bootstrap_selection_probability	bootstrap_sign_consistency_with_full	null_selection_probability	stable_edge
Surface	Geodermatophilus	Limnobacter	0	0	false	0.215	0	0.02	false
Surface	Geodermatophilus	Subgroup 10	-0	0	false	0.005	1	0	false
Surface	Geodermatophilus	Bryobacter	0	0	false	0	0	0.02	false
Surface	Geodermatophilus	Pedomicrobium	-0.03992528973	0.03992528973	true	0.64	1	0	false
Surface	Geodermatophilus	Terribacillus	0	0	false	0	0	0	false
Surface	Geodermatophilus	Novosphingobium	-0	0	false	0.035	1	0.01	false
Surface	Geodermatophilus	Nitrospira	0	0	false	0	0	0.02	false
Surface	Ramlibacter	Nibribacter	0	0	false	0.005	0	0.01	false
Surface	Ramlibacter	Ectobacillus	0	0	false	0.37	0	0	false
Surface	Ramlibacter	Neobacillus	-0	0	false	0.02	0.5	0.02	false
Surface	Ramlibacter	Planococcus	-0.03716172163	0.03716172163	true	0.64	1	0.02	false
Surface	Ramlibacter	Acidiferrimicrobium	0.1305654651	0.1305654651	true	0.94	1	0	true
Surface	Ramlibacter	Adhaeribacter	0.1141093792	0.1141093792	true	0.9	1	0.01	true
Surface	Ramlibacter	Bradyrhizobium	-0.01440141304	0.01440141304	true	0.445	1	0	false
Surface	Ramlibacter	Solirubrobacter	0.08455130042	0.08455130042	true	0.745	1	0.02	false
Surface	Ramlibacter	Metabacillus	0	0	false	0.005	0	0.01	false
Surface	Ramlibacter	Ellin6055	0	0	false	0.155	0	0.01	false
Surface	Ramlibacter	Symbiobacterium	0.001213739254	0.001213739254	true	0.455	1	0	false
Surface	Ramlibacter	Halomonas	-0.09020532834	0.09020532834	true	0.865	1	0.01	true
Surface	Ramlibacter	Sphingoaurantiacus	0	0	false	0.115	0	0.01	false
Surface	Ramlibacter	Arthrobacter	-0	0	false	0.05	1	0	false
Surface	Ramlibacter	Pontibacter	-0	0	false	0.005	1	0.03	false
Surface	Ramlibacter	Blastococcus	-0	0	false	0.13	1	0.02	false
Surface	Ramlibacter	Tumebacillus	-0	0	false	0.01	1	0	false
Surface	Ramlibacter	Roseomonas	0	0	false	0.03	0.1666666667	0	false
Surface	Ramlibacter	Nitrolancea	0	0	false	0.015	0	0	false
Surface	Ramlibacter	CSP1-2	0	0	false	0.01	0	0.01	false
Surface	Ramlibacter	Chthoniobacter	0	0	false	0.045	0	0	false
Surface	Ramlibacter	Pseudomonas	-0	0	false	0.155	1	0.01	false
Surface	Ramlibacter	Lysobacter	0.1376070069	0.1376070069	true	0.875	1	0.01	true
Surface	Ramlibacter	Cytophaga	0.0152488527	0.0152488527	true	0.48	1	0	false
Surface	Ramlibacter	Pseudonocardia	-0.01358516048	0.01358516048	true	0.465	1	0.01	false
Surface	Ramlibacter	Archangium	0	0	false	0.035	0.7142857143	0	false
Surface	Ramlibacter	Cellulomonas	-0	0	false	0.01	1	0.01	false
Surface	Ramlibacter	Segetibacter	0.2098603471	0.2098603471	true	0.945	1	0	true
Surface	Ramlibacter	Pirellula	0	0	false	0.245	0	0.01	false
Surface	Ramlibacter	Actinomadura	0	0	false	0	0	0.01	false
Surface	Ramlibacter	Saccharopolyspora	0	0	false	0	0	0.01	false
Surface	Ramlibacter	Gemmatimonas	0	0	false	0.135	0	0.01	false
Surface	Ramlibacter	Oxalophagus	0	0	false	0.115	0	0	false
Surface	Ramlibacter	Devosia	-0	0	false	0.055	1	0.03	false
Surface	Ramlibacter	Phenylobacterium	0	0	false	0.25	0	0.02	false
Surface	Ramlibacter	Steroidobacter	-0	0	false	0.335	1	0	false
Surface	Ramlibacter	Gaiella	0	0	false	0.225	0	0.01	false
Surface	Ramlibacter	Halalkalibacter	-0	0	false	0.095	1	0	false
Surface	Ramlibacter	Chelativorans	-0.04247766089	0.04247766089	true	0.715	1	0.01	false
Surface	Ramlibacter	Cnuella	0	0	false	0.215	0	0.02	false
Surface	Ramlibacter	Roseisolibacter	0	0	false	0.055	0	0.01	false
Surface	Ramlibacter	Prauserella	-0.008496722181	0.008496722181	true	0.43	1	0	false
Surface	Ramlibacter	Azospirillum	0	0	false	0	0	0	false
Surface	Ramlibacter	Vallicoccus	0	0	false	0.005	1	0.03	false
Surface	Ramlibacter	Verrucosispora	-0	0	false	0.005	1	0.01	false
Surface	Ramlibacter	Telluribacter	0	0	false	0.005	0	0	false
Surface	Ramlibacter	Sphingomonas	0	0	false	0.025	0.2	0.01	false
Surface	Ramlibacter	Brucella	-0	0	false	0.05	1	0.01	false
Surface	Ramlibacter	Mycobacterium	-0	0	false	0.155	1	0.01	false
Surface	Ramlibacter	Daejeonella	0	0	false	0	0	0.01	false
Surface	Ramlibacter	Croceibacterium	-0.03116717626	0.03116717626	true	0.665	1	0.01	false
Surface	Ramlibacter	MND1	-0	0	false	0	0	0.02	false
Surface	Ramlibacter	Marmoricola	-0	0	false	0.03	1	0	false
Surface	Ramlibacter	Opitutus	0	0	false	0.07	0	0	false
Surface	Ramlibacter	DSSF69	-0	0	false	0.045	1	0	false
Surface	Ramlibacter	Kallotenue	-0	0	false	0.08	1	0	false
Surface	Ramlibacter	Limnobacter	-0	0	false	0.195	1	0.01	false
Surface	Ramlibacter	Subgroup 10	-0.07100923126	0.07100923126	true	0.725	1	0.01	false
Surface	Ramlibacter	Bryobacter	-0	0	false	0.24	1	0.04	false
Surface	Ramlibacter	Pedomicrobium	-0	0	false	0.06	1	0.01	false
Surface	Ramlibacter	Terribacillus	-0	0	false	0.15	1	0	false
Surface	Ramlibacter	Novosphingobium	-0	0	false	0.16	1	0.01	false
Surface	Ramlibacter	Nitrospira	-0	0	false	0	0	0.01	false
Surface	Nibribacter	Ectobacillus	0	0	false	0	0	0	false
Surface	Nibribacter	Neobacillus	-0	0	false	0.1	1	0.03	false
Surface	Nibribacter	Planococcus	0.05088799072	0.05088799072	true	0.83	1	0	true
Surface	Nibribacter	Acidiferrimicrobium	-0.004980494069	0.004980494069	true	0.36	1	0	false
Surface	Nibribacter	Adhaeribacter	0.05195319696	0.05195319696	true	0.61	1	0.01	false
Surface	Nibribacter	Bradyrhizobium	-0.09742466873	0.09742466873	true	0.91	1	0	true
Surface	Nibribacter	Solirubrobacter	-0.0808429066	0.0808429066	true	0.785	1	0.01	false
Surface	Nibribacter	Metabacillus	0	0	false	0.005	0	0.02	false
Surface	Nibribacter	Ellin6055	-0	0	false	0.1	1	0.02	false
Surface	Nibribacter	Symbiobacterium	-0	0	false	0.035	1	0.01	false
Surface	Nibribacter	Halomonas	-0.002362215224	0.002362215224	true	0.345	1	0.02	false
Surface	Nibribacter	Sphingoaurantiacus	0.01674253965	0.01674253965	true	0.395	1	0.02	false
Surface	Nibribacter	Arthrobacter	0	0	false	0.375	0	0.01	false
Surface	Nibribacter	Pontibacter	0	0	false	0	0	0	false
Surface	Nibribacter	Blastococcus	-0.007473711491	0.007473711491	true	0.505	1	0	false
Surface	Nibribacter	Tumebacillus	0	0	false	0.015	0	0.02	false
Surface	Nibribacter	Roseomonas	0.1550266935	0.1550266935	true	0.98	1	0	true
Surface	Nibribacter	Nitrolancea	0	0	false	0.02	0	0.01	false
Surface	Nibribacter	CSP1-2	0	0	false	0.02	0	0.02	false
Surface	Nibribacter	Chthoniobacter	0	0	false	0	0	0	false
Surface	Nibribacter	Pseudomonas	0.07367772647	0.07367772647	true	0.835	1	0.01	true
Surface	Nibribacter	Lysobacter	-0	0	false	0.005	1	0.03	false
Surface	Nibribacter	Cytophaga	0	0	false	0.06	0	0.02	false
Surface	Nibribacter	Pseudonocardia	-0	0	false	0.04	1	0.03	false
Surface	Nibribacter	Archangium	-0	0	false	0.01	1	0.02	false
Surface	Nibribacter	Cellulomonas	0	0	false	0.005	0	0.01	false
Surface	Nibribacter	Segetibacter	0	0	false	0.215	0	0.01	false
Surface	Nibribacter	Pirellula	-0	0	false	0.025	1	0.02	false
Surface	Nibribacter	Actinomadura	-0	0	false	0.005	1	0.01	false
Surface	Nibribacter	Saccharopolyspora	0	0	false	0	0	0	false
Surface	Nibribacter	Gemmatimonas	-0	0	false	0.015	1	0	false
Surface	Nibribacter	Oxalophagus	-0	0	false	0	0	0.03	false
Surface	Nibribacter	Devosia	0	0	false	0.01	0	0	false
Surface	Nibribacter	Phenylobacterium	0	0	false	0.16	0.03125	0.01	false
Surface	Nibribacter	Steroidobacter	-0	0	false	0.28	1	0.01	false
Surface	Nibribacter	Gaiella	-0	0	false	0.03	1	0.01	false
Surface	Nibribacter	Halalkalibacter	-0	0	false	0.055	1	0	false
Surface	Nibribacter	Chelativorans	-0	0	false	0.035	1	0	false
Surface	Nibribacter	Cnuella	0.2003887089	0.2003887089	true	1	1	0.01	true
Surface	Nibribacter	Roseisolibacter	-0	0	false	0.005	0	0	false
Surface	Nibribacter	Prauserella	0	0	false	0.01	0	0.02	false
Surface	Nibribacter	Azospirillum	0	0	false	0.09	0	0.01	false
Surface	Nibribacter	Vallicoccus	-0.006017112019	0.006017112019	true	0.555	1	0	false
Surface	Nibribacter	Verrucosispora	-0.05765976146	0.05765976146	true	0.8	1	0.01	true
Surface	Nibribacter	Telluribacter	0.1473949052	0.1473949052	true	0.96	1	0	true
Surface	Nibribacter	Sphingomonas	-0	0	false	0.095	1	0.01	false
Surface	Nibribacter	Brucella	-0	0	false	0.085	1	0.01	false
Surface	Nibribacter	Mycobacterium	-0	0	false	0.07	1	0	false
Surface	Nibribacter	Daejeonella	0.1902229163	0.1902229163	true	1	1	0	true
Surface	Nibribacter	Croceibacterium	-0	0	false	0	0	0.01	false
Surface	Nibribacter	MND1	-0	0	false	0.355	1	0	false
Surface	Nibribacter	Marmoricola	-0	0	false	0.06	1	0.01	false
Surface	Nibribacter	Opitutus	-0	0	false	0.01	1	0.04	false
Surface	Nibribacter	DSSF69	0	0	false	0	0	0.01	false
Surface	Nibribacter	Kallotenue	-0	0	false	0.21	1	0.01	false
Surface	Nibribacter	Limnobacter	-0	0	false	0.185	1	0	false
Surface	Nibribacter	Subgroup 10	-0	0	false	0.015	1	0	false
Surface	Nibribacter	Bryobacter	-0	0	false	0.07	1	0	false
Surface	Nibribacter	Pedomicrobium	-0	0	false	0.05	1	0.01	false
Surface	Nibribacter	Terribacillus	-0	0	false	0.085	1	0	false
Surface	Nibribacter	Novosphingobium	0.065431681	0.065431681	true	0.825	1	0.02	true
Surface	Nibribacter	Nitrospira	-0	0	false	0	0	0	false
Surface	Ectobacillus	Neobacillus	0	0	false	0.035	0	0.02	false
Surface	Ectobacillus	Planococcus	-0.01990105337	0.01990105337	true	0.445	1	0	false
Surface	Ectobacillus	Acidiferrimicrobium	0	0	false	0.02	0	0.01	false
Surface	Ectobacillus	Adhaeribacter	0	0	false	0.37	0	0	false
Surface	Ectobacillus	Bradyrhizobium	0	0	false	0.01	1	0	false
Surface	Ectobacillus	Solirubrobacter	-0	0	false	0	0	0.02	false
Surface	Ectobacillus	Metabacillus	0.1217089551	0.1217089551	true	0.875	1	0.02	true
Surface	Ectobacillus	Ellin6055	-0	0	false	0.345	1	0.02	false
Surface	Ectobacillus	Symbiobacterium	0	0	false	0.14	0	0	false
Surface	Ectobacillus	Halomonas	-0	0	false	0.065	1	0	false
Surface	Ectobacillus	Sphingoaurantiacus	-0	0	false	0	0	0.01	false
Surface	Ectobacillus	Arthrobacter	-0	0	false	0.08	1	0	false
Surface	Ectobacillus	Pontibacter	0	0	false	0.055	0	0	false
Surface	Ectobacillus	Blastococcus	-0	0	false	0.115	1	0.01	false
Surface	Ectobacillus	Tumebacillus	-0	0	false	0.025	1	0.03	false
Surface	Ectobacillus	Roseomonas	-0	0	false	0.085	1	0.02	false
Surface	Ectobacillus	Nitrolancea	0.005329775262	0.005329775262	true	0.51	1	0.02	false
Surface	Ectobacillus	CSP1-2	0.1033346943	0.1033346943	true	0.95	1	0	true
Surface	Ectobacillus	Chthoniobacter	-0	0	false	0.145	0.8965517241	0	false
Surface	Ectobacillus	Pseudomonas	-0	0	false	0.025	1	0.02	false
Surface	Ectobacillus	Lysobacter	-0	0	false	0.015	1	0.01	false
Surface	Ectobacillus	Cytophaga	0	0	false	0.055	0	0	false
Surface	Ectobacillus	Pseudonocardia	-0	0	false	0.325	1	0.01	false
Surface	Ectobacillus	Archangium	-0	0	false	0.05	1	0	false
Surface	Ectobacillus	Cellulomonas	-0	0	false	0.105	1	0	false
Surface	Ectobacillus	Segetibacter	0	0	false	0	0	0	false
Surface	Ectobacillus	Pirellula	-0	0	false	0	0	0.02	false
Surface	Ectobacillus	Actinomadura	0	0	false	0.155	0	0.01	false
Surface	Ectobacillus	Saccharopolyspora	0	0	false	0.05	0	0	false
Surface	Ectobacillus	Gemmatimonas	-0	0	false	0.02	1	0	false
Surface	Ectobacillus	Oxalophagus	0.3143195582	0.3143195582	true	1	1	0.01	true
Surface	Ectobacillus	Devosia	-0	0	false	0.34	1	0.03	false
Surface	Ectobacillus	Phenylobacterium	-0	0	false	0.01	0.5	0	false
Surface	Ectobacillus	Steroidobacter	-0	0	false	0.085	1	0.01	false
Surface	Ectobacillus	Gaiella	0	0	false	0.03	0	0.02	false
Surface	Ectobacillus	Halalkalibacter	-0	0	false	0	0	0	false
Surface	Ectobacillus	Chelativorans	0	0	false	0	0	0.01	false
Surface	Ectobacillus	Cnuella	0	0	false	0	0	0	false
Surface	Ectobacillus	Roseisolibacter	-0	0	false	0	0	0.01	false
Surface	Ectobacillus	Prauserella	0	0	false	0.005	0	0	false
Surface	Ectobacillus	Azospirillum	-0	0	false	0.225	1	0	false
Surface	Ectobacillus	Vallicoccus	-0	0	false	0.36	1	0.01	false
Surface	Ectobacillus	Verrucosispora	0	0	false	0	0	0	false
Surface	Ectobacillus	Telluribacter	0	0	false	0.145	0	0.01	false
Surface	Ectobacillus	Sphingomonas	-0	0	false	0.13	1	0.02	false
Surface	Ectobacillus	Brucella	-0	0	false	0.065	0.9230769231	0.04	false
Surface	Ectobacillus	Mycobacterium	-0	0	false	0.115	1	0.01	false
Surface	Ectobacillus	Daejeonella	0	0	false	0.025	0	0.02	false
Surface	Ectobacillus	Croceibacterium	-0	0	false	0.095	1	0	false
Surface	Ectobacillus	MND1	-0	0	false	0.005	1	0.02	false
Surface	Ectobacillus	Marmoricola	-0	0	false	0.115	1	0.01	false
Surface	Ectobacillus	Opitutus	0	0	false	0.15	0	0.01	false
Surface	Ectobacillus	DSSF69	0	0	false	0	0	0.04	false
Surface	Ectobacillus	Kallotenue	-0	0	false	0.405	1	0	false
Surface	Ectobacillus	Limnobacter	-0.05533508577	0.05533508577	true	0.74	1	0.01	false
Surface	Ectobacillus	Subgroup 10	-0	0	false	0	0	0.01	false
Surface	Ectobacillus	Bryobacter	-0	0	false	0.14	1	0.01	false
Surface	Ectobacillus	Pedomicrobium	-0.006311331417	0.006311331417	true	0.48	1	0	false
Surface	Ectobacillus	Terribacillus	-0	0	false	0.025	1	0.01	false
Surface	Ectobacillus	Novosphingobium	-0	0	false	0.225	1	0.03	false
Surface	Ectobacillus	Nitrospira	-0	0	false	0.005	1	0.02	false
Surface	Neobacillus	Planococcus	0	0	false	0	0	0	false
Surface	Neobacillus	Acidiferrimicrobium	0	0	false	0.445	0	0.01	false
Surface	Neobacillus	Adhaeribacter	-0	0	false	0.24	1	0.02	false
Surface	Neobacillus	Bradyrhizobium	0.001071079364	0.001071079364	true	0.415	1	0.01	false
Surface	Neobacillus	Solirubrobacter	0	0	false	0	0	0.01	false
Surface	Neobacillus	Metabacillus	0.07230929278	0.07230929278	true	0.65	1	0.02	false
Surface	Neobacillus	Ellin6055	-0.03877543172	0.03877543172	true	0.47	1	0.02	false
Surface	Neobacillus	Symbiobacterium	0	0	false	0.28	0	0	false
Surface	Neobacillus	Halomonas	0.09317820563	0.09317820563	true	0.895	1	0.02	true
Surface	Neobacillus	Sphingoaurantiacus	-0.08047319432	0.08047319432	true	0.7	1	0	false
Surface	Neobacillus	Arthrobacter	-0.01007147742	0.01007147742	true	0.335	1	0	false
Surface	Neobacillus	Pontibacter	0	0	false	0.01	0	0.02	false
Surface	Neobacillus	Blastococcus	0	0	false	0.045	0.5555555556	0	false
Surface	Neobacillus	Tumebacillus	0	0	false	0.065	0	0.04	false
Surface	Neobacillus	Roseomonas	-0.04968444385	0.04968444385	true	0.65	1	0	false
Surface	Neobacillus	Nitrolancea	-0	0	false	0	0	0	false
Surface	Neobacillus	CSP1-2	0	0	false	0.01	0	0.02	false
Surface	Neobacillus	Chthoniobacter	-0.08608841898	0.08608841898	true	0.87	1	0	true
Surface	Neobacillus	Pseudomonas	0	0	false	0	0	0.01	false
Surface	Neobacillus	Lysobacter	-0	0	false	0.135	0.6296296296	0.01	false
Surface	Neobacillus	Cytophaga	-0	0	false	0.27	1	0.01	false
Surface	Neobacillus	Pseudonocardia	-0	0	false	0.05	1	0.02	false
Surface	Neobacillus	Archangium	-0	0	false	0.015	1	0.01	false
Surface	Neobacillus	Cellulomonas	-0.0746241975	0.0746241975	true	0.735	1	0.02	false
Surface	Neobacillus	Segetibacter	-0	0	false	0.36	1	0.02	false
Surface	Neobacillus	Pirellula	-0	0	false	0.04	1	0	false
Surface	Neobacillus	Actinomadura	0	0	false	0	0	0	false
Surface	Neobacillus	Saccharopolyspora	-0	0	false	0.005	1	0.02	false
Surface	Neobacillus	Gemmatimonas	-0.02109432775	0.02109432775	true	0.475	1	0.02	false
Surface	Neobacillus	Oxalophagus	0	0	false	0.335	0	0.01	false
Surface	Neobacillus	Devosia	-0	0	false	0.35	1	0	false
Surface	Neobacillus	Phenylobacterium	-0	0	false	0.31	1	0.01	false
Surface	Neobacillus	Steroidobacter	-0	0	false	0.015	1	0	false
Surface	Neobacillus	Gaiella	-0	0	false	0.015	1	0.03	false
Surface	Neobacillus	Halalkalibacter	0	0	false	0.165	0	0	false
Surface	Neobacillus	Chelativorans	0	0	false	0.015	0	0.01	false
Surface	Neobacillus	Cnuella	-0	0	false	0.125	1	0.06	false
Surface	Neobacillus	Roseisolibacter	-0.0007271395319	0.0007271395319	false	0.495	1	0	false
Surface	Neobacillus	Prauserella	0	0	false	0	0	0	false
Surface	Neobacillus	Azospirillum	-0.06446498717	0.06446498717	true	0.755	1	0.01	false
Surface	Neobacillus	Vallicoccus	-0	0	false	0.01	0.5	0	false
Surface	Neobacillus	Verrucosispora	0	0	false	0.04	0	0.01	false
Surface	Neobacillus	Telluribacter	-0	0	false	0	0	0.01	false
Surface	Neobacillus	Sphingomonas	-0	0	false	0.11	1	0	false
Surface	Neobacillus	Brucella	0	0	false	0.145	0	0	false
Surface	Neobacillus	Mycobacterium	-0	0	false	0	0	0.02	false
Surface	Neobacillus	Daejeonella	-0	0	false	0.01	1	0.01	false
Surface	Neobacillus	Croceibacterium	-0	0	false	0	0	0	false
Surface	Neobacillus	MND1	0	0	false	0.005	0	0.02	false
Surface	Neobacillus	Marmoricola	-0.01559018092	0.01559018092	true	0.43	1	0	false
Surface	Neobacillus	Opitutus	-0	0	false	0	0	0.01	false
Surface	Neobacillus	DSSF69	0	0	false	0	0	0	false
Surface	Neobacillus	Kallotenue	-0	0	false	0.17	1	0.01	false
Surface	Neobacillus	Limnobacter	-0	0	false	0.19	1	0	false
Surface	Neobacillus	Subgroup 10	0	0	false	0.025	0	0.01	false
Surface	Neobacillus	Bryobacter	-0	0	false	0.035	1	0	false
Surface	Neobacillus	Pedomicrobium	-0	0	false	0.02	1	0.01	false
Surface	Neobacillus	Terribacillus	-0	0	false	0.025	1	0.01	false
Surface	Neobacillus	Novosphingobium	-0	0	false	0.36	1	0.03	false
Surface	Neobacillus	Nitrospira	-0	0	false	0	0	0	false
Surface	Planococcus	Acidiferrimicrobium	-0	0	false	0.385	1	0.01	false
Surface	Planococcus	Adhaeribacter	-0	0	false	0.025	0.6	0.01	false
Surface	Planococcus	Bradyrhizobium	-0	0	false	0.055	1	0	false
Surface	Planococcus	Solirubrobacter	-0.03644681646	0.03644681646	true	0.59	1	0.04	false
Surface	Planococcus	Metabacillus	0	0	false	0.155	0	0.01	false
Surface	Planococcus	Ellin6055	-0	0	false	0.25	1	0	false
Surface	Planococcus	Symbiobacterium	-0	0	false	0.035	1	0.02	false
Surface	Planococcus	Halomonas	0	0	false	0.31	0	0	false
Surface	Planococcus	Sphingoaurantiacus	0	0	false	0.025	0	0.02	false
Surface	Planococcus	Arthrobacter	0.04033927251	0.04033927251	true	0.575	1	0.01	false
Surface	Planococcus	Pontibacter	0.1375961443	0.1375961443	true	0.835	1	0.01	true
Surface	Planococcus	Blastococcus	-0	0	false	0.005	1	0.03	false
Surface	Planococcus	Tumebacillus	0	0	false	0.2	0	0	false
Surface	Planococcus	Roseomonas	0	0	false	0.155	0	0	false
Surface	Planococcus	Nitrolancea	-0	0	false	0.055	1	0.02	false
Surface	Planococcus	CSP1-2	-0	0	false	0.125	1	0	false
Surface	Planococcus	Chthoniobacter	-0	0	false	0.025	1	0.01	false
Surface	Planococcus	Pseudomonas	0.2218866636	0.2218866636	true	0.995	1	0	true
Surface	Planococcus	Lysobacter	-0	0	false	0.175	1	0	false
Surface	Planococcus	Cytophaga	0	0	false	0	0	0.01	false
Surface	Planococcus	Pseudonocardia	-0	0	false	0.02	1	0.01	false
Surface	Planococcus	Archangium	-0	0	false	0.015	0	0.01	false
Surface	Planococcus	Cellulomonas	0	0	false	0.005	0	0	false
Surface	Planococcus	Segetibacter	0	0	false	0.005	0	0.02	false
Surface	Planococcus	Pirellula	-0.01614725575	0.01614725575	true	0.51	1	0.01	false
Surface	Planococcus	Actinomadura	-0	0	false	0.185	1	0.02	false
Surface	Planococcus	Saccharopolyspora	-0.009947358972	0.009947358972	true	0.385	1	0.01	false
Surface	Planococcus	Gemmatimonas	-0.007487048061	0.007487048061	true	0.38	1	0.02	false
Surface	Planococcus	Oxalophagus	-0	0	false	0.35	1	0.02	false
Surface	Planococcus	Devosia	0.07664177374	0.07664177374	true	0.78	1	0.01	false
Surface	Planococcus	Phenylobacterium	-0.01306557047	0.01306557047	true	0.48	1	0.02	false
Surface	Planococcus	Steroidobacter	-0	0	false	0.325	1	0	false
Surface	Planococcus	Gaiella	-0.1390718324	0.1390718324	true	0.98	1	0	true
Surface	Planococcus	Halalkalibacter	0	0	false	0.16	0	0	false
Surface	Planococcus	Chelativorans	0	0	false	0	0	0.02	false
Surface	Planococcus	Cnuella	-0	0	false	0.005	1	0	false
Surface	Planococcus	Roseisolibacter	-0	0	false	0.145	1	0.01	false
Surface	Planococcus	Prauserella	-0	0	false	0.005	1	0.02	false
Surface	Planococcus	Azospirillum	0	0	false	0.295	0	0	false
Surface	Planococcus	Vallicoccus	-0	0	false	0	0	0.02	false
Surface	Planococcus	Verrucosispora	-0.02603610092	0.02603610092	true	0.595	1	0.04	false
Surface	Planococcus	Telluribacter	0.06608834834	0.06608834834	true	0.84	1	0.02	true
Surface	Planococcus	Sphingomonas	0	0	false	0.135	0	0.01	false
Surface	Planococcus	Brucella	-0	0	false	0	0	0	false
Surface	Planococcus	Mycobacterium	-0	0	false	0.005	1	0.01	false
Surface	Planococcus	Daejeonella	0	0	false	0	0	0.01	false
Surface	Planococcus	Croceibacterium	0.01630403587	0.01630403587	true	0.55	1	0	false
Surface	Planococcus	MND1	-0.07347082688	0.07347082688	true	0.835	1	0	true
Surface	Planococcus	Marmoricola	-0	0	false	0.025	1	0.02	false
Surface	Planococcus	Opitutus	-0	0	false	0.43	1	0.01	false
Surface	Planococcus	DSSF69	0	0	false	0	0	0	false
Surface	Planococcus	Kallotenue	-0	0	false	0	0	0.02	false
Surface	Planococcus	Limnobacter	-0	0	false	0.01	1	0.02	false
Surface	Planococcus	Subgroup 10	-0	0	false	0.16	1	0	false
Surface	Planococcus	Bryobacter	0	0	false	0.005	1	0	false
Surface	Planococcus	Pedomicrobium	-0	0	false	0.055	1	0.03	false
Surface	Planococcus	Terribacillus	0	0	false	0.045	0	0.01	false
Surface	Planococcus	Novosphingobium	0	0	false	0.12	0	0.02	false
Surface	Planococcus	Nitrospira	-0	0	false	0.105	1	0.01	false
Surface	Acidiferrimicrobium	Adhaeribacter	-0	0	false	0.09	1	0.02	false
Surface	Acidiferrimicrobium	Bradyrhizobium	0	0	false	0.065	0	0	false
Surface	Acidiferrimicrobium	Solirubrobacter	0.1568927992	0.1568927992	true	0.885	1	0.02	true
Surface	Acidiferrimicrobium	Metabacillus	-0	0	false	0	0	0.01	false
Surface	Acidiferrimicrobium	Ellin6055	0	0	false	0.165	0	0	false
Surface	Acidiferrimicrobium	Symbiobacterium	0	0	false	0.255	0	0.01	false
Surface	Acidiferrimicrobium	Halomonas	-0	0	false	0	0	0	false
Surface	Acidiferrimicrobium	Sphingoaurantiacus	-0.08965549966	0.08965549966	true	0.685	1	0	false
Surface	Acidiferrimicrobium	Arthrobacter	-0.02609855189	0.02609855189	true	0.455	1	0.02	false
Surface	Acidiferrimicrobium	Pontibacter	0	0	false	0	0	0	false
Surface	Acidiferrimicrobium	Blastococcus	-0	0	false	0.205	1	0.02	false
Surface	Acidiferrimicrobium	Tumebacillus	-0	0	false	0.16	1	0.02	false
Surface	Acidiferrimicrobium	Roseomonas	-0	0	false	0.04	1	0	false
Surface	Acidiferrimicrobium	Nitrolancea	0	0	false	0.04	0	0	false
Surface	Acidiferrimicrobium	CSP1-2	0.02227400368	0.02227400368	true	0.48	1	0	false
Surface	Acidiferrimicrobium	Chthoniobacter	-0	0	false	0	0	0.02	false
